row_label_raw,row_label_full,col_0,Thay đổi tỷ giá,Ảnh hưởng tăng/(giảm) lợi nhuận sau thuế hợp nhất,numeric__Thay đổi tỷ giá,numeric__Ảnh hưởng tăng/(giảm) lợi nhuận sau thuế hợp nhất
,,,Thay đổi tỷ giá,Triệu đồng,,
Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,,
EUR,Tại ngày 31 tháng 12 năm 2022 > EUR,EUR,"+2,00%",245,0.02,245.0
EUR,Tại ngày 31 tháng 12 năm 2022 > EUR,EUR,"-2,00%",(245),-0.02,-245.0
USD,Tại ngày 31 tháng 12 năm 2022 > USD,USD,"+2,00%",18.012,0.02,18012.0
USD,Tại ngày 31 tháng 12 năm 2022 > USD,USD,"-2,00%",(18.012),-0.02,-18012.0
SJC,Tại ngày 31 tháng 12 năm 2022 > SJC,SJC,"+5,00%",1.638,0.05,1638.0
SJC,Tại ngày 31 tháng 12 năm 2022 > SJC,SJC,"-5,00%",(1.638),-0.05,-1638.0
