row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,15.333.798.830.787,12.437.282.718.212,15333798830787.0,12437282718212.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,7.196.997.006.794,5.992.577.221.978,7196997006794.0,5992577221978.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,5.012.617.628.367,4.398.088.620.950,5012617628367.0,4398088620950.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,2.086.784.686.604,1.342.071.614.509,2086784686604.0,1342071614509.0
Khác,Khác,Khác,1.037.399.509.022,704.545.260.775,1037399509022.0,704545260775.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,3.404.431.838.167,2.073.782.880.058,3404431838167.0,2073782880058.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,2.829.486.255.030,1.936.515.635.317,2829486255030.0,1936515635317.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,379.261.509.728,19.528.015.330,379261509728.0,19528015330.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,64.588.564.350,97.929.264.392,64588564350.0,97929264392.0
Khác,Khác,Khác,131.095.509.059,19.809.965.019,131095509059.0,19809965019.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,18.738.230.668.954,14.511.065.598.270,18738230668954.0,14511065598270.0
