row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
31,31,31,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,,,,,,,
31,31 > 31,31,Tiền thu từ phát hành cổ phiếu và vốn góp của cổ đông không kiểm soát,,105.200.450.000,90.454.820.000,,,105200450000.0,90454820000.0
32,31 > 32,32,Mua lại cổ phiếu của doanh nghiệp đã phát hành,,(6.040.930.000),(4.850.060.000),,,-6040930000.0,-4850060000.0
33,31 > 33,33,Tiền thu từ đi vay,,51.168.161.383.884,45.905.952.301.242,,,51168161383884.0,45905952301242.0
34,31 > 34,34,Tiền chi trả nợ gốc vay,22,(48.573.996.682.152),(38.801.961.791.867),,22.0,-48573996682152.0,-38801961791867.0
36,31 > 36,36,Cổ tức đã trả,23.2,(678.908.841.000),(665.093.453.185),,232.0,-678908841000.0,-665093453185.0
40,31 > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,2.014.415.380.732,6.524.501.816.190,,,2014415380732.0,6524501816190.0
50,31 > 50,50,Lưu chuyển tiền thuần trong năm,,4.232.583.706.879,(634.340.602.108),,,4232583706879.0,-634340602108.0
60,31 > 60,60,Tiền và tương đương tiền đầu năm,,3.115.236.816.468,3.749.550.258.212,,,3115236816468.0,3749550258212.0
61,31 > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,36.874.578,27.160.364,,,36874578.0,27160364.0
70,31 > 70,70,Tiền và tương đương tiền cuối năm,4,7.347.857.397.925,3.115.236.816.468,,4.0,7347857397925.0,3115236816468.0
