row_label_raw,row_label_full,Ngân hàng BNP Parias – Chi Nhánh Singapore,2.284.342.688.936,numeric__2.284.342.688.936
Tập đoàn ngân hàng Sumitomo Mitsui,Tập đoàn ngân hàng Sumitomo Mitsui,Tập đoàn ngân hàng Sumitomo Mitsui,1.803.800.919.022,1803800919022.0
Ngân hàng TNHH MTV HSBC (Singapore),Ngân hàng TNHH MTV HSBC (Singapore),Ngân hàng TNHH MTV HSBC (Singapore),1.318.281.083.942,1318281083942.0
Ngân hàng TNHH Mizuho Bank. Ltd. - Chi nhánh Hà Nội,Ngân hàng TNHH Mizuho Bank. Ltd. - Chi nhánh Hà Nội,Ngân hàng TNHH Mizuho Bank. Ltd. - Chi nhánh Hà Nội,1.278.011.533.025,1278011533025.0
Ngân hàng TNHH MTV HSBC (Việt Nam),Ngân hàng TNHH MTV HSBC (Việt Nam),Ngân hàng TNHH MTV HSBC (Việt Nam),1.249.347.371.717,1249347371717.0
Ngân hàng Thương mại cổ phần Công Thương Việt Nam,Ngân hàng Thương mại cổ phần Công Thương Việt Nam,Ngân hàng Thương mại cổ phần Công Thương Việt Nam,1.183.077.127.009,1183077127009.0
Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,849.092.786.267,849092786267.0
Ngân hàng TNHH MTV Standard Chartered (Việt Nam),Ngân hàng TNHH MTV Standard Chartered (Việt Nam),Ngân hàng TNHH MTV Standard Chartered (Việt Nam),841.619.543.481,841619543481.0
Ngân hàng Citibank N.A – Chi nhánh Hà Nội,Ngân hàng Citibank N.A – Chi nhánh Hà Nội,Ngân hàng Citibank N.A – Chi nhánh Hà Nội,800.261.151.082,800261151082.0
Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,772.972.011.941,772972011941.0
Ngân hàng TNHH MTV ANZ (Việt Nam) – Chi nhánh HCM,Ngân hàng TNHH MTV ANZ (Việt Nam) – Chi nhánh HCM,Ngân hàng TNHH MTV ANZ (Việt Nam) – Chi nhánh HCM,645.902.367.282,645902367282.0
Ngân hàng BNP Parias – Chi Nhánh Hồ Chí Minh,Ngân hàng BNP Parias – Chi Nhánh Hồ Chí Minh,Ngân hàng BNP Parias – Chi Nhánh Hồ Chí Minh,571.187.530.140,571187530140.0
Ngân hàng DBS Bank Ltd. – Chi nhánh Hồ Chí Minh,Ngân hàng DBS Bank Ltd. – Chi nhánh Hồ Chí Minh,Ngân hàng DBS Bank Ltd. – Chi nhánh Hồ Chí Minh,520.253.740.159,520253740159.0
Ngân hàng Thương mại Cổ phần Quân Đội,Ngân hàng Thương mại Cổ phần Quân Đội,Ngân hàng Thương mại Cổ phần Quân Đội,458.686.694.052,458686694052.0
Ngân hàng Standard Chartered (Singapore),Ngân hàng Standard Chartered (Singapore),Ngân hàng Standard Chartered (Singapore),378.035.807.556,378035807556.0
"Ngân hàng TNHH MTV ANZ (Việt Nam), Singapore","Ngân hàng TNHH MTV ANZ (Việt Nam), Singapore","Ngân hàng TNHH MTV ANZ (Việt Nam), Singapore",187.199.612.690,187199612690.0
Ngân Hàng United Overseas – Chi nhánh Hồ Chí Minh,Ngân Hàng United Overseas – Chi nhánh Hồ Chí Minh,Ngân Hàng United Overseas – Chi nhánh Hồ Chí Minh,167.985.101.869,167985101869.0
Ngân hàng Malayan Berhad Việt Nam,Ngân hàng Malayan Berhad Việt Nam,Ngân hàng Malayan Berhad Việt Nam,155.698.101.965,155698101965.0
Ngân hàng Malayan Berhad – Chi nhánh Labuan,Ngân hàng Malayan Berhad – Chi nhánh Labuan,Ngân hàng Malayan Berhad – Chi nhánh Labuan,122.690.346.111,122690346111.0
Ngân hàng Shinhan Bank Việt Nam,Ngân hàng Shinhan Bank Việt Nam,Ngân hàng Shinhan Bank Việt Nam,36.734.803.678,36734803678.0
