row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận kế toánĐiều chỉnh cho các khoản:Khấu hao và hao mòn tài sản cố định (bao gồm phân bổ lợi thế thương mại),"13, 14, 17",5.409.735.407.353,5.053.447.204.696,,,5409735407353.0,5053447204696.0
02,02,02,Lợi nhuận kế toánĐiều chỉnh cho các khoản:Khấu hao và hao mòn tài sản cố định (bao gồm phân bổ lợi thế thương mại),"13, 14, 17",2.195.583.071.035,1.442.826.938.954,,,2195583071035.0,1442826938954.0
03,03,03,Các khoản dự phòngLãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,"13, 14, 17",58.366.659.387,90.495.782.206,,,58366659387.0,90495782206.0
04,04,04,Các khoản dự phòngLãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,"13, 14, 17",(36.874.578),(27.160.364),,,-36874578.0,-27160364.0
05,05,05,Lãi từ hoạt động đầu tưChi phí lãi vay,25,(557.627.148.536),(341.194.613.832),,25.0,-557627148536.0,-341194613832.0
06,06,06,Lãi từ hoạt động đầu tưChi phí lãi vay,25,594.003.821.021,568.136.717.134,,25.0,594003821021.0,568136717134.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,7.700.024.935.682,6.813.684.868.794,,,7700024935682.0,6813684868794.0
09,09,09,Giảm (tăng) các khoản phải thu,,850.493.238.036,(675.979.882.201),,,850493238036.0,-675979882201.0
10,10,10,Giảm (tăng) hàng tồn kho,,6.269.571.171.518,(8.374.797.030.131),,,6269571171518.0,-8374797030131.0
11,11,11,(Giảm) tăng các khoản phải trả,,(1.894.206.905.085),2.823.942.311.184,,,-1894206905085.0,2823942311184.0
12,12,12,Tăng chí phí trả trước,,(75.119.169.600),(227.805.034.461),,,-75119169600.0,-227805034461.0
14,14,14,Tiền lãi vay đã trả,,(563.748.612.045),(537.997.464.046),,,-563748612045.0,-537997464046.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,20,(1.494.585.439.732),(1.092.128.547.184),,20.0,-1494585439732.0,-1092128547184.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,,-,(15.000.000.000),,,,-15000000000.0
20,20,20,Lưu chuyển tiền thuần tử (sử dụng vào) hoạt động kinh doanh,,10.792.429.218.774,(1.286.080.778.045),,,10792429218774.0,-1286080778045.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chi để mua sắm, xây dựng tài sản cố định (""TSCĐ"") và các tài sản dài hạn khác",,(3.911.358.160.002),(3.066.921.164.140),,,-3911358160002.0,-3066921164140.0
22,22,22,"Tiền thu do thanh lý, nhượng bán TSCĐ",,2.018.075.304,1.290.807.344,,,2018075304.0,1290807344.0
23,23,23,Tiền chi cho vay và tiền gửi ngân hàng có kỳ hạn,,(11.512.468.958.904),(8.997.469.863.015),,,-11512468958904.0,-8997469863015.0
24,24,24,Thu hồi tiền gửi ngân hàng có kỳ hạn,,6.512.150.136.986,5.911.392.314.754,,,6512150136986.0,5911392314754.0
27,27,27,"Tiền thu lãi từ tiền gửi, cho vay",,335.398.013.989,278.946.264.804,,,335398013989.0,278946264804.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(8.574.260.892.627),(5.872.761.640.253),,,-8574260892627.0,-5872761640253.0
