row_label_raw,row_label_full,Ông Nguyễn Đức Tài,Chữ tịch,col_2,numeric__Chữ tịch,numeric__col_2
Ông Điều Chính Hải Triều,Ông Điều Chính Hải Triều,Ông Điều Chính Hải Triều,Thành viên,,,
Ông Thomas Lanyi,Ông Thomas Lanyi,Ông Thomas Lanyi,Thành viên,,,
Ông Trần Kinh Doanh,Ông Trần Kinh Doanh,Ông Trần Kinh Doanh,Thành viên,,,
Ông Robert Willet,Ông Robert Willet,Ông Robert Willet,Thành viên,,,
Ông Đăng Minh Lương,Ông Đăng Minh Lương,Ông Đăng Minh Lương,Thành viên,,,
Ông Đoàn Văn Hiểu Em,Ông Đoàn Văn Hiểu Em,Ông Đoàn Văn Hiểu Em,Thành viên,,,
Ông Đào Thế Vinh,Ông Đào Thế Vinh,Ông Đào Thế Vinh,Thành viên,,,
Ông Trần Huy Thanh Tùng,Ông Trần Huy Thanh Tùng,Ông Trần Huy Thanh Tùng,Thành viên,bổ nhiệm ngày 6 tháng 6 năm 2020,,
