row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,5.409.735.407.353,5.053.447.204.696,5409735407353.0,5053447204696.0
Thuế TNDN theo thuế suất 20%,Thuế TNDN theo thuế suất 20%,Thuế TNDN theo thuế suất 20%,1.081.947.081.471,1.010.689.440.939,1081947081471.0,1010689440939.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,,,
Lỗ từ các công ty con,Các khoản điều chỉnh: > Lỗ từ các công ty con,Lỗ từ các công ty con,382.306.850.793,207.512.389.408,382306850793.0,207512389408.0
"Chi phí không hợp lý, hợp lệ","Các khoản điều chỉnh: > Chi phí không hợp lý, hợp lệ","Chi phí không hợp lý, hợp lệ",19.129.371.179,4.838.942.989,19129371179.0,4838942989.0
Phân bổ lợi thế thương mại,Các khoản điều chỉnh: > Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,12.278.374.424,12.278.374.424,12278374424.0,12278374424.0
Điều chỉnh chi phí thuế TNDN trích thiếu trong những kỳ trước,Các khoản điều chỉnh: > Điều chỉnh chi phí thuế TNDN trích thiếu trong những kỳ trước,Điều chỉnh chi phí thuế TNDN trích thiếu trong những kỳ trước,11.990.862.940,126.299.960,11990862940.0,126299960.0
Lợi nhuận từ công ty liên kết,Các khoản điều chỉnh: > Lợi nhuận từ công ty liên kết,Lợi nhuận từ công ty liên kết,741.387.894,694.656.674,741387894.0,694656674.0
Lỗ thuế chuyển sang từ năm trước,Các khoản điều chỉnh: > Lỗ thuế chuyển sang từ năm trước,Lỗ thuế chuyển sang từ năm trước,(2.416.517.065),(2.042.981.573),-2416517065.0,-2042981573.0
Thuế TNDN được miễn giảm,Các khoản điều chỉnh: > Thuế TNDN được miễn giảm,Thuế TNDN được miễn giảm,(16.114.713.790),(16.890.005.152),-16114713790.0,-16890005152.0
Chi phí thuế TNDN ước tính,Các khoản điều chỉnh: > Chi phí thuế TNDN ước tính,Chi phí thuế TNDN ước tính,1.489.862.697.846,1.217.207.117.669,1489862697846.0,1217207117669.0
