row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2015,Năm 2014,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2015,numeric__Năm 2014
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,639.404.204.539,448.977.385.781,1.0,,639404204539.0,448977385781.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,VI.1,-,53.333.333,2.0,,,53333333.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,639.404.204.539,448.924.052.448,10.0,,639404204539.0,448924052448.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,VI.2,301.504.773.733,253.450.862.756,11.0,,301504773733.0,253450862756.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,337.899.430.806,195.473.189.692,20.0,,337899430806.0,195473189692.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,VI.3,6.185.797.118,411.747.877,21.0,,6185797118.0,411747877.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,VI.4,15.201.965.838,9.717.906.735,22.0,,15201965838.0,9717906735.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,14.690.495.297,9.692.124.921,23.0,,14690495297.0,9692124921.0
"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,,-,(1.873.032),24.0,,,-1873032.0
9. Chi phí bán hàng,9. Chi phí bán hàng,9. Chi phí bán hàng,25,,8.717.040.323,1.352.526.596,25.0,,8717040323.0,1352526596.0
10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,26,,49.574.787.145,38.163.592.535,26.0,,49574787145.0,38163592535.0
11 Lợi nhuận thuần từ hoạt động kinh doanh,11 Lợi nhuận thuần từ hoạt động kinh doanh,11 Lợi nhuận thuần từ hoạt động kinh doanh,30,,270.591.434.618,146.649.038.671,30.0,,270591434618.0,146649038671.0
12. Thu nhập khác,12. Thu nhập khác,12. Thu nhập khác,31,,654.941.149,548.822.257,31.0,,654941149.0,548822257.0
13. Chi phí khác,13. Chi phí khác,13. Chi phí khác,32,,4.579.205.323,4.552.002.027,32.0,,4579205323.0,4552002027.0
14. Lợi nhuận khác,14. Lợi nhuận khác,14. Lợi nhuận khác,40,,(3.924.264.174),(4.003.179.770),40.0,,-3924264174.0,-4003179770.0
15. Tổng lợi nhuận kế toán trước thuế,15. Tổng lợi nhuận kế toán trước thuế,15. Tổng lợi nhuận kế toán trước thuế,50,,266.667.170.444,142.645.858.901,50.0,,266667170444.0,142645858901.0
16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,51,VI.5,64.967.846.455,36.138.987.892,51.0,,64967846455.0,36138987892.0
17. Thu nhập (Chi phí) thuế TNDN hoãn lại,17. Thu nhập (Chi phí) thuế TNDN hoãn lại,17. Thu nhập (Chi phí) thuế TNDN hoãn lại,52,VI.5,(3.926.673.411),(964.818.152),52.0,,-3926673411.0,-964818152.0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,205.625.997.400,107.471.689.161,60.0,,205625997400.0,107471689161.0
19. Lợi nhuận sau thuế của công ty mẹ,19. Lợi nhuận sau thuế của công ty mẹ,19. Lợi nhuận sau thuế của công ty mẹ,61,,139.432.263.769,85.089.850.774,61.0,,139432263769.0,85089850774.0
20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,66.193.733.631,22.381.838.387,62.0,,66193733631.0,22381838387.0
21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,70,VI.6,2.066,2.262,70.0,,2066.0,2262.0
