row_label_raw,row_label_full,Chỉ tiêu,Mã số,Năm 2015,Năm 2014,numeric__Mã số,numeric__Năm 2015,numeric__Năm 2014
I. Lưu chuyển tiền tử hoạt động kinh doanh,I. Lưu chuyển tiền tử hoạt động kinh doanh,I. Lưu chuyển tiền tử hoạt động kinh doanh,I. Lưu chuyển tiền tử hoạt động kinh doanh,I. Lưu chuyển tiền tử hoạt động kinh doanh,I. Lưu chuyển tiền tử hoạt động kinh doanh,,,
"1. Tiền thu từ bán hàng, cung cấp dịch vụ và doanh thu khác","I. Lưu chuyển tiền tử hoạt động kinh doanh > 1. Tiền thu từ bán hàng, cung cấp dịch vụ và doanh thu khác","1. Tiền thu từ bán hàng, cung cấp dịch vụ và doanh thu khác",01,758.696.896.072,276.948.613.584,1.0,758696896072.0,276948613584.0
2. Tiền chi trả cho người cung cấp hàng hóa và dịch vụ,I. Lưu chuyển tiền tử hoạt động kinh doanh > 2. Tiền chi trả cho người cung cấp hàng hóa và dịch vụ,2. Tiền chi trả cho người cung cấp hàng hóa và dịch vụ,02,(767.089.073.954),(235.878.424.762),2.0,-767089073954.0,-235878424762.0
3. Tiền chi trả cho người lao động,I. Lưu chuyển tiền tử hoạt động kinh doanh > 3. Tiền chi trả cho người lao động,3. Tiền chi trả cho người lao động,03,(81.816.747.023),(32.348.595.983),3.0,-81816747023.0,-32348595983.0
4. Tiền lãi vay đã trả,I. Lưu chuyển tiền tử hoạt động kinh doanh > 4. Tiền lãi vay đã trả,4. Tiền lãi vay đã trả,04,(13.077.023.128),(10.905.978.970),4.0,-13077023128.0,-10905978970.0
5. Thuế thu nhập doanh nghiệp đã nộp,I. Lưu chuyển tiền tử hoạt động kinh doanh > 5. Thuế thu nhập doanh nghiệp đã nộp,5. Thuế thu nhập doanh nghiệp đã nộp,05,(62.588.223.239),(8.141.618.045),5.0,-62588223239.0,-8141618045.0
6. Tiền thu khác từ hoạt động kinh doanh,I. Lưu chuyển tiền tử hoạt động kinh doanh > 6. Tiền thu khác từ hoạt động kinh doanh,6. Tiền thu khác từ hoạt động kinh doanh,06,34.979.921.773,42.746.628.826,6.0,34979921773.0,42746628826.0
7. Tiền chi khác cho hoạt động kinh doanh,I. Lưu chuyển tiền tử hoạt động kinh doanh > 7. Tiền chi khác cho hoạt động kinh doanh,7. Tiền chi khác cho hoạt động kinh doanh,07,(69.369.477.299),(68.238.479.358),7.0,-69369477299.0,-68238479358.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,I. Lưu chuyển tiền tử hoạt động kinh doanh > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,(200.263.726.798),(35.817.854.708),20.0,-200263726798.0,-35817854708.0
II. Lưu chuyển tiền tử hoạt động đầu tư,II. Lưu chuyển tiền tử hoạt động đầu tư,II. Lưu chuyển tiền tử hoạt động đầu tư,II. Lưu chuyển tiền tử hoạt động đầu tư,II. Lưu chuyển tiền tử hoạt động đầu tư,II. Lưu chuyển tiền tử hoạt động đầu tư,,,
"1. Tiền chi để mua sắm, xây dựng TSCD và các tài sản dài hạn khác","II. Lưu chuyển tiền tử hoạt động đầu tư > 1. Tiền chi để mua sắm, xây dựng TSCD và các tài sản dài hạn khác","1. Tiền chi để mua sắm, xây dựng TSCD và các tài sản dài hạn khác",21,(691.348.795.504),(214.409.222.451),21.0,-691348795504.0,-214409222451.0
"2. Tiền thu từ thanh lý, nhượng bán TSCD và các tài sản dài hạn khác","II. Lưu chuyển tiền tử hoạt động đầu tư > 2. Tiền thu từ thanh lý, nhượng bán TSCD và các tài sản dài hạn khác","2. Tiền thu từ thanh lý, nhượng bán TSCD và các tài sản dài hạn khác",22,100.000.000,95.431.004,22.0,100000000.0,95431004.0
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","II. Lưu chuyển tiền tử hoạt động đầu tư > 3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",23,(610.452.340.000),(58.725.000.000),23.0,-610452340000.0,-58725000000.0
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","II. Lưu chuyển tiền tử hoạt động đầu tư > 4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,634.977.340.000,9.500.000.000,24.0,634977340000.0,9500000000.0
"5. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","II. Lưu chuyển tiền tử hoạt động đầu tư > 5. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","5. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,5.508.061.332,180.310.387,27.0,5508061332.0,180310387.0
Lưu chuyển tiền thuần tử hoạt động đầu tư,II. Lưu chuyển tiền tử hoạt động đầu tư > Lưu chuyển tiền thuần tử hoạt động đầu tư,Lưu chuyển tiền thuần tử hoạt động đầu tư,30,(661.215.734.172),(263.358.481.060),30.0,-661215734172.0,-263358481060.0
III. Lưu chuyển tiền tử hoạt động tài chính,III. Lưu chuyển tiền tử hoạt động tài chính,III. Lưu chuyển tiền tử hoạt động tài chính,III. Lưu chuyển tiền tử hoạt động tài chính,III. Lưu chuyển tiền tử hoạt động tài chính,III. Lưu chuyển tiền tử hoạt động tài chính,,,
