row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2015,01/01/2015,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015,numeric__01/01/2015
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,1.531.872.218.607,957.851.640.101,100.0,,1531872218607.0,957851640101.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,V.1,44.726.779.101,40.768.091.246,110.0,,44726779101.0,40768091246.0
1. Tiền,1. Tiền,1. Tiền,111,,40.517.903.545,40.768.091.246,111.0,,40517903545.0,40768091246.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,4.208.875.556,-,112.0,,4208875556.0,
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,10.000.000,10.000.000,120.0,,10000000.0,10000000.0
1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,121,,24.400.000,24.400.000,121.0,,24400000.0,24400000.0
2. Dự phòng giảm giá chứng khoán kinh doanh,2. Dự phòng giảm giá chứng khoán kinh doanh,2. Dự phòng giảm giá chứng khoán kinh doanh,122,,(14.400.000),(14.400.000),122.0,,-14400000.0,-14400000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,649.898.228.175,431.684.616.707,130.0,,649898228175.0,431684616707.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,V.2,381.809.451.906,340.196.271.243,131.0,,381809451906.0,340196271243.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,V.3,225.744.622.080,27.963.837.690,132.0,,225744622080.0,27963837690.0
3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,135,V.4,34.200.000.000,58.725.000.000,135.0,,34200000000.0,58725000000.0
4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,136,V.5,8.380.724.189,5.136.077.774,136.0,,8380724189.0,5136077774.0
5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,137,,(236.570.000),(336.570.000),137.0,,-236570000.0,-336570000.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,,759.509.287.430,483.901.808.983,140.0,,759509287430.0,483901808983.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,V.6,759.509.287.430,483.901.808.983,141.0,,759509287430.0,483901808983.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,77.727.923.901,1.487.123.165,150.0,,77727923901.0,1487123165.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,V.7,8.765.682.388,656.105.798,151.0,,8765682388.0,656105798.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,64.225.361.309,818.209.764,152.0,,64225361309.0,818209764.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,,36.880.204,12.807.603,153.0,,36880204.0,12807603.0
5. Tài sản ngắn hạn khác,5. Tài sản ngắn hạn khác,5. Tài sản ngắn hạn khác,155,,4.700.000.000,-,155.0,,4700000000.0,
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,1.089.140.271.243,435.080.603.252,200.0,,1089140271243.0,435080603252.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,27.418.016.445,25.798.000.000,210.0,,27418016445.0,25798000000.0
1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,211,,1.347.362.135,-,211.0,,1347362135.0,
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,V.5,27.418.016.445,27.145.362.135,216.0,,27418016445.0,27145362135.0
3. Dự phòng phải thu dài hạn khó đòi,3. Dự phòng phải thu dài hạn khó đòi,3. Dự phòng phải thu dài hạn khó đòi,219,,(1.347.362.135),(1.347.362.135),219.0,,-1347362135.0,-1347362135.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,44.728.603.669,29.162.439.552,220.0,,44728603669.0,29162439552.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,V.8,44.575.772.264,29.059.882.327,221.0,,44575772264.0,29059882327.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,62.880.003.730,41.780.745.615,222.0,,62880003730.0,41780745615.0
- Giá trị hao món lũy kế,- Giá trị hao món lũy kế,- Giá trị hao món lũy kế,223,,(18.304.231.466),(12.720.863.288),223.0,,-18304231466.0,-12720863288.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,V.9,152.831.405,102.557.225,227.0,,152831405.0,102557225.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,700.933.346,570.933.346,228.0,,700933346.0,570933346.0
- Giá trị hao món lũy kế,- Giá trị hao món lũy kế,- Giá trị hao món lũy kế,229,,(548.101.941),(468.376.121),229.0,,-548101941.0,-468376121.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,V.10,158.674.784.780,162.758.485.077,230.0,,158674784780.0,162758485077.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,182.253.563.929,182.543.817.277,231.0,,182253563929.0,182543817277.0
- Giá trị hao món lũy kế,- Giá trị hao món lũy kế,- Giá trị hao món lũy kế,232,,(23.578.779.149),(19.785.332.200),232.0,,-23578779149.0,-19785332200.0
V. Tài sản dở dang dài hạn,V. Tài sản dở dang dài hạn,V. Tài sản dở dang dài hạn,240,,737.508.416.021,75.458.156.791,240.0,,737508416021.0,75458156791.0
. Chi phí xây dựng cơ bản dở dang,. Chi phí xây dựng cơ bản dở dang,. Chi phí xây dựng cơ bản dở dang,242,V.11,737.508.416.021,75.458.156.791,242.0,,737508416021.0,75458156791.0
/. Đầu tư tài chính dài hạn,/. Đầu tư tài chính dài hạn,/. Đầu tư tài chính dài hạn,250,,-,17.859.067.344,250.0,,,17859067344.0
