row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm > Sau năm năm,31/12/2015VND > 36.131.208.723 > 69.386.337.430 > 671.516.659.319 > -,01/01/2015VND > - > 13.212.000.000 > 358.437.161.407 > -,numeric__31/12/2015VND > 36.131.208.723 > 69.386.337.430 > 671.516.659.319 > -,numeric__01/01/2015VND > - > 13.212.000.000 > 358.437.161.407 > -
Cộng,Cộng,Cộng,777.034.205.472,371.649.161.407,777034205472.0,371649161407.0
Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),(36.131.208.723),-,-36131208723.0,
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,740.902.996.749,371.649.161.407,740902996749.0,371649161407.0
