row_label_raw,row_label_full,col_0,Năm,numeric__Năm
Nhà cửa vật kiến trúc,Nhà cửa vật kiến trúc,Nhà cửa vật kiến trúc,05 - 47,
Phương tiện vận tải,Phương tiện vận tải,Phương tiện vận tải,05 - 09,
Máy móc thiết bị,Máy móc thiết bị,Máy móc thiết bị,03 - 04,
Thiết bị dụng cụ quản lý,Thiết bị dụng cụ quản lý,Thiết bị dụng cụ quản lý,02 - 05,
Tài sản cố định khác,Tài sản cố định khác,Tài sản cố định khác,02 - 05,
