row_label_raw,row_label_full,Công ty Tư vấn Đầu tư Thành Nam,31/12/2015VND > -,01/01/2015VND > 11.725.000.000,numeric__31/12/2015VND > -,numeric__01/01/2015VND > 11.725.000.000
Cho vay cá nhân (i),Cho vay cá nhân (i),Cho vay cá nhân (i),34.200.000.000,47.000.000.000,34200000000.0,47000000000.0
Cộng,Cộng,Cộng,34.200.000.000,58.725.000.000,34200000000.0,58725000000.0
