row_label_raw,row_label_full,col_0,31/12/2015 > Giá trị VND,31/12/2015 > Số có khả năng trả nợ VND,Thay đổi trong năm > Vay VND,Thay đổi trong năm > Trả VND,01/01/2015 > Giá trị VND,01/01/2015 > Số có khả năng trả nợ VND,numeric__31/12/2015 > Giá trị VND,numeric__31/12/2015 > Số có khả năng trả nợ VND,numeric__Thay đổi trong năm > Vay VND,numeric__Thay đổi trong năm > Trả VND,numeric__01/01/2015 > Giá trị VND,numeric__01/01/2015 > Số có khả năng trả nợ VND
Số dư gốc vay Các khoản vay ngắn hạn,Số dư gốc vay Các khoản vay ngắn hạn,Số dư gốc vay Các khoản vay ngắn hạn,181.141.305.794,181.141.305.794,181.879.905.194,94.270.158.255,93.531.558.855,93.531.558.855,181141305794.0,181141305794.0,181879905194.0,94270158255.0,93531558855.0,93531558855.0
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thanh Xuân (i),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thanh Xuân (i),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thanh Xuân (i),101.041.305.794,101.041.305.794,101.779.905.194,39.542.158.255,38.803.558.855,38.803.558.855,101041305794.0,101041305794.0,101779905194.0,39542158255.0,38803558855.0,38803558855.0
Vay cá nhân (ii),Vay cá nhân (ii),Vay cá nhân (ii),80.100.000.000,80.100.000.000,80.100.000.000,54.728.000.000,54.728.000.000,54.728.000.000,80100000000.0,80100000000.0,80100000000.0,54728000000.0,54728000000.0,54728000000.0
Các khoản vay dài hạn đến hạn trả theo thuyết minh số V.20,Các khoản vay dài hạn đến hạn trả theo thuyết minh số V.20,Các khoản vay dài hạn đến hạn trả theo thuyết minh số V.20,36.131.208.723,36.131.208.723,-,-,-,-,36131208723.0,36131208723.0,,,,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thanh Xuân,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thanh Xuân,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thanh Xuân,36.131.208.723,36.131.208.723,-,-,-,-,36131208723.0,36131208723.0,,,,
