row_label_raw,row_label_full,col_0,31/12/2015VND,Số phải nộp trong năm VND,Số đã thực nộp trong năm VND,01/01/2015VND,numeric__31/12/2015VND,numeric__Số phải nộp trong năm VND,numeric__Số đã thực nộp trong năm VND,numeric__01/01/2015VND
Các khoản phải trả,Các khoản phải trả,Các khoản phải trả,Các khoản phải trả,Các khoản phải trả,Các khoản phải trả,Các khoản phải trả,,,,
Thuế giả trị gia tăng,Các khoản phải trả > Thuế giả trị gia tăng,Thuế giả trị gia tăng,1.554.071.410,40.973.885.094,49.131.187.453,9.711.373.769,1554071410.0,40973885094.0,49131187453.0,9711373769.0
Thuế thu nhập doanh nghiệp,Các khoản phải trả > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,37.738.985.358,64.967.846.455,62.585.643.800,35.356.782.703,37738985358.0,64967846455.0,62585643800.0,35356782703.0
Thuế thu nhập cá nhân,Các khoản phải trả > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,407.446.030,4.430.502.609,5.093.786.064,1.070.729.485,407446030.0,4430502609.0,5093786064.0,1070729485.0
Cộng,Các khoản phải trả > Cộng,Cộng,39.700.502.798,110.372.234.158,116.810.617.317,46.138.885.957,39700502798.0,110372234158.0,116810617317.0,46138885957.0
