row_label_raw,row_label_full,31/12/2016,Không quá 1 năm,Trên 1 năm,Tổng,numeric__Không quá 1 năm,numeric__Trên 1 năm,numeric__Tổng
Phải trả người bán,Phải trả người bán,Phải trả người bán,475.096.509.480,-,475.096.509.480,475096509480.0,,475096509480.0
Chỉ phí phải trả,Chỉ phí phải trả,Chỉ phí phải trả,1.442.907.348,-,1.442.907.348,1442907348.0,,1442907348.0
Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,1.178.137.352.767,213.444.295.806,1.391.581.648.573,1178137352767.0,213444295806.0,1391581648573.0
Phải trả khác,Phải trả khác,Phải trả khác,13.652.342.339,16.774.957.534,30.427.299.873,13652342339.0,16774957534.0,30427299873.0
Cộng,Cộng,Cộng,1.668.329.111.934,230.219.253.340,1.898.548.365.274,1668329111934.0,230219253340.0,1898548365274.0
01/01/2016,01/01/2016,01/01/2016,Không quá 1 năm,Trên 1 năm,Tổng,,,
Phải trả người bán,01/01/2016 > Phải trả người bán,Phải trả người bán,269.760.930.024,-,269.760.930.024,269760930024.0,,269760930024.0
Chỉ phí phải trả,01/01/2016 > Chỉ phí phải trả,Chỉ phí phải trả,1.681.530.550,-,1.681.530.550,1681530550.0,,1681530550.0
Vay và nợ thuê tài chính,01/01/2016 > Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,1.488.578.847.373,201.042.030.988,1.689.620.878.361,1488578847373.0,201042030988.0,1689620878361.0
Phải trả khác,01/01/2016 > Phải trả khác,Phải trả khác,104.299.100.566,15.794.327.332,120.093.427.898,104299100566.0,15794327332.0,120093427898.0
Cộng,01/01/2016 > Cộng,Cộng,1.864.320.408.513,216.836.358.320,2.081.156.766.833,1864320408513.0,216836358320.0,2081156766833.0
