row_label_raw,row_label_full,col_0,col_1,31/12/2016VND,31/12/2016VND_1,01/01/2016VND,numeric__col_1,numeric__31/12/2016VND,numeric__31/12/2016VND_1,numeric__01/01/2016VND
Vàng tiền tệ,Vàng tiền tệ,Vàng tiền tệ,Vàng tiền tệ,Vàng tiền tệ,Vàng tiền tệ,Vàng tiền tệ,,,,
+ Vàng miếng SJC,Vàng tiền tệ > + Vàng miếng SJC,+ Vàng miếng SJC,4 miếng,13.996.000,4 miếng,13.020.000,,13996000.0,,13020000.0
+ Vàng nhân SJC,Vàng tiền tệ > + Vàng nhân SJC,+ Vàng nhân SJC,12 nhân,38.580.000,12 nhân,35.712.000,,38580000.0,,35712000.0
Cộng,Vàng tiền tệ > Cộng,Cộng,Cộng,52.576.000,52.576.000,48.732.000,,52576000.0,52576000.0,48732000.0
