row_label_raw,row_label_full,Chỉ tiêu,Năm 2016 > Doanh thu thuần,Năm 2016 > LNKT trước thuế,Năm 2015 > Doanh thu thuần,Năm 2015 > LNKT trước thuế,numeric__Năm 2016 > Doanh thu thuần,numeric__Năm 2016 > LNKT trước thuế,numeric__Năm 2015 > Doanh thu thuần,numeric__Năm 2015 > LNKT trước thuế
Hoạt động SXKD sản phẩm Đường,Hoạt động SXKD sản phẩm Đường,Hoạt động SXKD sản phẩm Đường,1.805.815.258.031,207.899.355.202,2.263.625.882.917,220.657.681.199,1805815258031.0,207899355202.0,2263625882917.0,220657681199.0
Hoạt động SXKD sản phẩm Sữa đậu nành,Hoạt động SXKD sản phẩm Sữa đậu nành,Hoạt động SXKD sản phẩm Sữa đậu nành,3.682.753.579.299,1.021.946.886.713,3.783.472.087.064,850.692.482.325,3682753579299.0,1021946886713.0,3783472087064.0,850692482325.0
Công ty TNHH MTV Thương mại Thành Phát,Công ty TNHH MTV Thương mại Thành Phát,Công ty TNHH MTV Thương mại Thành Phát,484.280.709.020,37.068.203.154,1.075.619.892.918,97.187.545.438,484280709020.0,37068203154.0,1075619892918.0,97187545438.0
Họat động SXKD khác,Họat động SXKD khác,Họat động SXKD khác,1.676.557.390.532,404.199.213.973,1.703.794.934.658,323.682.826.017,1676557390532.0,404199213973.0,1703794934658.0,323682826017.0
,,,7.649.406.936.882,1.671.113.659.042,8.826.512.797.557,1.492.220.534.979,7649406936882.0,1671113659042.0,8826512797557.0,1492220534979.0
Các khoản loại trừ,Các khoản loại trừ,Các khoản loại trừ,(677.302.682.968),(128.340.902.566),(1.041.278.167.034),(130.371.003.400),-677302682968.0,-128340902566.0,-1041278167034.0,-130371003400.0
Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,-,(132.896.335.360),-,(131.784.422.632),,-132896335360.0,,-131784422632.0
Tổng cộng,Tổng cộng,Tổng cộng,6.972.104.253.914,1.409.876.421.116,7.785.234.630.523,1.230.065.108.947,6972104253914.0,1409876421116.0,7785234630523.0,1230065108947.0
