row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2016,01/01/2016,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2016,numeric__01/01/2016
A. TÀI SẢN NGÁN HẠN,A. TÀI SẢN NGÁN HẠN,A. TÀI SẢN NGÁN HẠN,100,,782.998.239.197,626.811.812.974,100.0,,782998239197.0,626811812974.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,,1.339.907.888,11.903.115.914,110.0,,1339907888.0,11903115914.0
1. Tiền,1. Tiền,1. Tiền,111,V.1,1.339.907.888,11.903.115.914,111.0,,1339907888.0,11903115914.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,10.000.000,10.000.000,120.0,,10000000.0,10000000.0
1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,121,,24.400.000,24.400.000,121.0,,24400000.0,24400000.0
2. Dự phòng giảm giá chứng khoán kinh doanh,2. Dự phòng giảm giá chứng khoán kinh doanh,2. Dự phòng giảm giá chứng khoán kinh doanh,122,,(14.400.000),(14.400.000),122.0,,-14400000.0,-14400000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,426.370.176.916,234.531.758.199,130.0,,426370176916.0,234531758199.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,V.2,185.427.042.776,176.067.197.671,131.0,,185427042776.0,176067197671.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,V.3,63.480.085.331,29.488.278.470,132.0,,63480085331.0,29488278470.0
3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,135,,-,4.350.000.000,135.0,,,4350000000.0
4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,136,V.4a,177.803.048.809,24.821.282.058,136.0,,177803048809.0,24821282058.0
5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,137,,(340.000.000),(195.000.000),137.0,,-340000000.0,-195000000.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,V.5,350.216.555.265,368.843.526.443,140.0,,350216555265.0,368843526443.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,350.216.555.265,368.843.526.443,141.0,,350216555265.0,368843526443.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,5.061.599.128,11.523.412.418,150.0,,5061599128.0,11523412418.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,V.10a,105.166.869,95.585.099,151.0,,105166869.0,95585099.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,4.956.432.259,11.427.827.319,152.0,,4956432259.0,11427827319.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,1.064.263.119.222,736.843.647.081,200.0,,1064263119222.0,736843647081.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,25.700.000.000,25.700.000.000,210.0,,25700000000.0,25700000000.0
1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,216,V.4b,25.700.000.000,25.700.000.000,216.0,,25700000000.0,25700000000.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,34.935.549.052,19.490.300.163,220.0,,34935549052.0,19490300163.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,V.6,34.860.444.884,19.337.468.758,221.0,,34860444884.0,19337468758.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,41.750.240.279,26.229.083.311,222.0,,41750240279.0,26229083311.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(6.889.795.395),(6.891.614.553),223.0,,-6889795395.0,-6891614553.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,V.7,75.104.168,152.831.405,227.0,,75104168.0,152831405.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,700.933.346,700.933.346,228.0,,700933346.0,700933346.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(625.829.178),(548.101.941),229.0,,-625829178.0,-548101941.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,V.8,289.612.741.934,158.674.784.780,230.0,,289612741934.0,158674784780.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,317.024.163.683,182.253.563.929,231.0,,317024163683.0,182253563929.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,232,,(27.411.421.749),(23.578.779.149),232.0,,-27411421749.0,-23578779149.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,2.374.074.967,79.060.021.156,240.0,,2374074967.0,79060021156.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,V.9,2.374.074.967,79.060.021.156,242.0,,2374074967.0,79060021156.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,,701.657.644.882,443.332.535.629,250.0,,701657644882.0,443332535629.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,V.11,710.380.008.803,452.998.980.000,251.0,,710380008803.0,452998980000.0
2. Dự phòng đầu tư tài chính dài hạn,2. Dự phòng đầu tư tài chính dài hạn,2. Dự phòng đầu tư tài chính dài hạn,254,,(8.722.363.921),(9.666.444.371),254.0,,-8722363921.0,-9666444371.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,9.983.108.387,10.586.005.353,260.0,,9983108387.0,10586005353.0
