row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai đến năm thứ năm,31/12/2016VND > 48.612.000.000 > 135.680.021.208,01/01/2016VND > 36.131.208.723 > 179.062.136.157,numeric__31/12/2016VND > 48.612.000.000 > 135.680.021.208,numeric__01/01/2016VND > 36.131.208.723 > 179.062.136.157
Cộng,Cộng,Cộng,184.292.021.208,215.193.344.880,184292021208.0,215193344880.0
Trừ: số phải trả trong vòng 12 tháng(Thuyết minh V.18),Trừ: số phải trả trong vòng 12 tháng(Thuyết minh V.18),Trừ: số phải trả trong vòng 12 tháng(Thuyết minh V.18),48.612.000.000,36.131.208.723,48612000000.0,36131208723.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,135.680.021.208,179.062.136.157,135680021208.0,179062136157.0
