row_label_raw,row_label_full,col_0,31/12/2016,31/12/2016_1,01/01/2016,01/01/2016_1,numeric__31/12/2016,numeric__31/12/2016_1,numeric__01/01/2016,numeric__01/01/2016_1
,,,Giá gốc VND,Dự phòng VND,Giá gốc VND,Dự phòng VND,,,,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",-,-,4.435.680,-,,,4435680.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",2.375.217,-,2.544.817,-,2375217.0,,2544817.0,
"Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang",344.405.968.376,-,368.826.271.784,-,344405968376.0,,368826271784.0,
- Dự án Quốc Oai (*),- Dự án Quốc Oai (*),- Dự án Quốc Oai (*),307.385.205.129,-,325.587.098.225,-,307385205129.0,,325587098225.0,
- Dự án River Silk City - Hà Nam,- Dự án River Silk City - Hà Nam,- Dự án River Silk City - Hà Nam,22.484.466.293,-,31.763.085.431,-,22484466293.0,,31763085431.0,
- Dự án Phú Quốc,- Dự án Phú Quốc,- Dự án Phú Quốc,9.300.905.530,-,6.862.856.787,-,9300905530.0,,6862856787.0,
- Các dự án khác,- Các dự án khác,- Các dự án khác,5.235.391.424,-,4.613.231.341,-,5235391424.0,,4613231341.0,
Hàng hoá,Hàng hoá,Hàng hoá,5.808.211.672,-,10.274.162,-,5808211672.0,,10274162.0,
Cộng,Cộng,Cộng,350.216.555.265,-,368.843.526.443,-,350216555265.0,,368843526443.0,
