row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2016,Năm 2015,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2016,numeric__Năm 2015
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,336.502.172.071,228.269.966.446,1.0,,336502172071.0,228269966446.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,-,-,2.0,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,336.502.172.071,228.269.966.446,10.0,,336502172071.0,228269966446.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,VI.2,204.167.874.990,120.438.874.530,11.0,,204167874990.0,120438874530.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,132.334.297.081,107.831.091.916,20.0,,132334297081.0,107831091916.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,VI.3,72.220.581.240,36.218.024.716,21.0,,72220581240.0,36218024716.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,VI.4,18.391.322.831,13.076.847.127,22.0,,18391322831.0,13076847127.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,19.296.265.807,5.701.750.066,23.0,,19296265807.0,5701750066.0
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,,4.543.682.332,771.012.420,25.0,,4543682332.0,771012420.0
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,,29.691.645.395,19.989.179.449,26.0,,29691645395.0,19989179449.0
10 Lợi nhuận thuần từ hoạt động kinh doanh,10 Lợi nhuận thuần từ hoạt động kinh doanh,10 Lợi nhuận thuần từ hoạt động kinh doanh,30,,151.928.227.763,110.212.077.636,30.0,,151928227763.0,110212077636.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,,1.140.925.362,492.259.050,31.0,,1140925362.0,492259050.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,,2.232.014.323,4.220.350.256,32.0,,2232014323.0,4220350256.0
13. Lợi nhuận khác,13. Lợi nhuận khác,13. Lợi nhuận khác,40,,(1.091.088.961),(3.728.091.206),40.0,,-1091088961.0,-3728091206.0
14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,50,,150.837.138.802,106.483.986.430,50.0,,150837138802.0,106483986430.0
15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,51,VI.5,18.595.102.424,16.438.316.849,51.0,,18595102424.0,16438316849.0
16. Chi phí thuế TNDN hoãn lại,16. Chi phí thuế TNDN hoãn lại,16. Chi phí thuế TNDN hoãn lại,52,,-,(48.339.275),52.0,,,-48339275.0
17. Lợi nhuận sau thuế thu nhập doanh nghiệp,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,132.242.036.378,90.094.008.856,60.0,,132242036378.0,90094008856.0
18. Lãi cơ bản trên cổ phiếu,18. Lãi cơ bản trên cổ phiếu,18. Lãi cơ bản trên cổ phiếu,70,VI.6,-,-,70.0,,,
19. Lãi suy giảm trên cổ phiếu,19. Lãi suy giảm trên cổ phiếu,19. Lãi suy giảm trên cổ phiếu,71,,-,-,71.0,,,
