row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2016,01/01/2016,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2016,numeric__01/01/2016
C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,300,,611.929.946.223,532.915.067.132,300.0,,611929946223.0,532915067132.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,244.842.666.488,120.989.745.237,310.0,,244842666488.0,120989745237.0
1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,311,V.12,27.096.210.798,20.228.743.521,311.0,,27096210798.0,20228743521.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,V.14,10.847.671.998,18.397.738.415,312.0,,10847671998.0,18397738415.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,V.13,11.447.238.995,3.272.397.030,313.0,,11447238995.0,3272397030.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,,3.834.612.154,3.707.856.407,314.0,,3834612154.0,3707856407.0
5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,315,V.15,17.520.193.422,19.918.629.256,315.0,,17520193422.0,19918629256.0
6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,318,V.16a,17.031.734.765,605.921.410,318.0,,17031734765.0,605921410.0
7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,319,V.17a,3.983.097.942,762.744.882,319.0,,3983097942.0,762744882.0
8. Vay và nợ thuê tài chính ngắn hạn,8. Vay và nợ thuê tài chính ngắn hạn,8. Vay và nợ thuê tài chính ngắn hạn,320,V.18,139.008.770.208,45.610.888.815,320.0,,139008770208.0,45610888815.0
"9. Quỹ khen thưởng, phúc lợi","9. Quỹ khen thưởng, phúc lợi","9. Quỹ khen thưởng, phúc lợi",322,,14.073.136.206,8.484.825.501,322.0,,14073136206.0,8484825501.0
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,367.087.279.735,411.925.321.895,330.0,,367087279735.0,411925321895.0
1. Doanh thu chưa thực hiện dài hạn,1. Doanh thu chưa thực hiện dài hạn,1. Doanh thu chưa thực hiện dài hạn,336,V.16b,138.271.035.494,140.314.922.385,336.0,,138271035494.0,140314922385.0
2. Phải trả dài hạn khác,2. Phải trả dài hạn khác,2. Phải trả dài hạn khác,337,V.17b,93.136.223.033,92.548.263.353,337.0,,93136223033.0,92548263353.0
3. Vay và nợ thuê tài chính dài hạn,3. Vay và nợ thuê tài chính dài hạn,3. Vay và nợ thuê tài chính dài hạn,338,V.19,135.680.021.208,179.062.136.157,338.0,,135680021208.0,179062136157.0
D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,400,,1.235.331.412.196,830.740.392.923,400.0,,1235331412196.0,830740392923.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,V.20,1.235.331.412.196,830.740.392.923,410.0,,1235331412196.0,830740392923.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,1.029.359.940.000,686.239.960.000,411.0,,1029359940000.0,686239960000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,1.029.359.940.000,686.239.960.000,,,1029359940000.0,686239960000.0
2. Quỹ đầu tư phát triển,2. Quỹ đầu tư phát triển,2. Quỹ đầu tư phát triển,418,,39.278.293.957,30.268.893.071,418.0,,39278293957.0,30268893071.0
3. Lợi nhuận sau thuế chưa phân phối,3. Lợi nhuận sau thuế chưa phân phối,3. Lợi nhuận sau thuế chưa phân phối,421,,166.693.178.239,114.231.539.852,421.0,,166693178239.0,114231539852.0
- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,34.451.141.861,24.137.530.996,,,34451141861.0,24137530996.0
- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,421b,,132.242.036.378,90.094.008.856,,,132242036378.0,90094008856.0
TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,440,,1.847.261.358.419,1.363.655.460.055,440.0,,1847261358419.0,1363655460055.0
