row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Vũ Quốc Thái,Vũ Quốc Thái,Vũ Quốc Thái,Tổng giảm đốc,Vay,2.000.000.000,-,,,2000000000.0,
Vũ Quốc Thái,Vũ Quốc Thái,Vũ Quốc Thái,Tổng giảm đốc,Ứng tiền,400.000.000,-,,,400000000.0,
Vũ Quốc Thái,Vũ Quốc Thái,Vũ Quốc Thái,Tổng giảm đốc,Chi phí lãi vay,876.712,-,,,876712.0,
Lâm Minh Châu,Lâm Minh Châu,Lâm Minh Châu,Thành viên Hội đồng quản trị,Vay,2.391.729.812,-,,,2391729812.0,
Lâm Minh Châu,Lâm Minh Châu,Lâm Minh Châu,Thành viên Hội đồng quản trị,Chi phí lãi vay,107.079.225,-,,,107079225.0,
Công ty Cổ phầnToàn Hải Văn,Công ty Cổ phầnToàn Hải Văn,Công ty Cổ phầnToàn Hải Văn,Công ty trong cùng Tập đoàn,Lãi cho vay,1.748.909.296,4.346.332.270,,,1748909296.0,4346332270.0
Công ty Cổ phầnToàn Hải Văn,Công ty Cổ phầnToàn Hải Văn,Công ty Cổ phầnToàn Hải Văn,Công ty trong cùng Tập đoàn,Bản hàng hóa và dịch vụ,461.559.484,612.571.701,,,461559484.0,612571701.0
Công ty Cổ phầnToàn Hải Văn,Công ty Cổ phầnToàn Hải Văn,Công ty Cổ phầnToàn Hải Văn,Công ty trong cùng Tập đoàn,Cho vay,-,88.000.000.000,,,,88000000000.0
Công ty Cổ phầnĐầu tư Địa ốcKim Thành,Công ty Cổ phầnĐầu tư Địa ốcKim Thành,Công ty Cổ phầnĐầu tư Địa ốcKim Thành,Công ty liên kết,Chi phí lãi vay,950.000.004,1.006.805.559,,,950000004.0,1006805559.0
Công ty Cổ phầnĐầu tư Xây dựng Hùng Anh,Công ty Cổ phầnĐầu tư Xây dựng Hùng Anh,Công ty Cổ phầnĐầu tư Xây dựng Hùng Anh,Bên liên quan,Vay,800.000.000,-,,,800000000.0,
Công ty Cổ phầnĐầu tư Xây dựng Hùng Anh,Công ty Cổ phầnĐầu tư Xây dựng Hùng Anh,Công ty Cổ phầnĐầu tư Xây dựng Hùng Anh,Bên liên quan,Chi phí lãi vay,179.391.778,52.850.000,,,179391778.0,52850000.0
Công ty Cổ phầnĐầu tư Xây dựng Hùng Anh,Công ty Cổ phầnĐầu tư Xây dựng Hùng Anh,Công ty Cổ phầnĐầu tư Xây dựng Hùng Anh,Bên liên quan,Lãi cho vay,-,17.200.685.637,,,,17200685637.0
Công ty Cổ phầnĐầu tư Xây dựng Hùng Anh,Công ty Cổ phầnĐầu tư Xây dựng Hùng Anh,Công ty Cổ phầnĐầu tư Xây dựng Hùng Anh,Bên liên quan,Nhận ký quỹ,-,1.200.000.000,,,,1200000000.0
Công ty Cổ phầnXuất nhập khẩuBến Tre,Công ty Cổ phầnXuất nhập khẩuBến Tre,Công ty Cổ phầnXuất nhập khẩuBến Tre,Cổ đông,Bản hàng hóa và dịch vụ,470.908.099,-,,,470908099.0,
Công ty Cổ phầnXuất nhập khẩuBến Tre,Công ty Cổ phầnXuất nhập khẩuBến Tre,Công ty Cổ phầnXuất nhập khẩuBến Tre,Cổ đông,Mua hàng hóa và dịch vụ,-,361.067.195,,,,361067195.0
