row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,,
Số đầu năm,Nguyên giá: > Số đầu năm,Số đầu năm,139.474.521.528,4.633.289.140,139474521528.0,4633289140.0
Phát sinh từ hợp nhất,Nguyên giá: > Phát sinh từ hợp nhất,Phát sinh từ hợp nhất,-,134.841.232.388,,134841232388.0
Số cuối năm,Nguyên giá: > Số cuối năm,Số cuối năm,139.474.521.528,139.474.521.528,139474521528.0,139474521528.0
Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,,
Số đầu năm,Giá trị hao mòn lũy kế: > Số đầu năm,Số đầu năm,(10.799.507.184),(3.192.040.533),-10799507184.0,-3192040533.0
Hao mòn trong năm,Giá trị hao mòn lũy kế: > Hao mòn trong năm,Hao mòn trong năm,(14.059.966.814),(7.607.466.651),-14059966814.0,-7607466651.0
Số cuối năm,Giá trị hao mòn lũy kế: > Số cuối năm,Số cuối năm,(24.859.473.998),(10.799.507.184),-24859473998.0,-10799507184.0
Giá trị cón lại:,Giá trị cón lại:,Giá trị cón lại:,Giá trị cón lại:,Giá trị cón lại:,,
Số đầu năm,Giá trị cón lại: > Số đầu năm,Số đầu năm,128.675.014.344,1.441.248.607,128675014344.0,1441248607.0
Số cuối năm,Giá trị cón lại: > Số cuối năm,Số cuối năm,114.615.047.530,128.675.014.344,114615047530.0,128675014344.0
