row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,54.215.378.527,156.299.628.620,54215378527.0,156299628620.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,31.825.607.544,80.375.872.302,31825607544.0,80375872302.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,13.391.877.821,4.236.431.941,13391877821.0,4236431941.0
Chi phí môi giới,Chi phí môi giới,Chi phí môi giới,3.649.965.871,49.271.995.959,3649965871.0,49271995959.0
Khác,Khác,Khác,5.347.927.291,22.415.328.418,5347927291.0,22415328418.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,159.238.628.810,173.576.372.331,159238628810.0,173576372331.0
Chi phí lương nhân viên,Chi phí lương nhân viên,Chi phí lương nhân viên,79.337.560.865,77.210.958.140,79337560865.0,77210958140.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,40.343.871.108,52.983.340.664,40343871108.0,52983340664.0
Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,14.059.966.814,7.607.466.651,14059966814.0,7607466651.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,6.223.878.506,6.861.701.244,6223878506.0,6861701244.0
Chi phí thiết bị văn phòng,Chi phí thiết bị văn phòng,Chi phí thiết bị văn phòng,2.808.791.581,2.948.511.459,2808791581.0,2948511459.0
Khác,Khác,Khác,16.464.559.936,25.964.394.173,16464559936.0,25964394173.0
TỔNG CỔNG,TỔNG CỔNG,TỔNG CỔNG,213.454.007.337,329.876.000.951,213454007337.0,329876000951.0
