row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm(Trình bày lại – Thuyết minh số 38),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại – Thuyết minh số 38)
300,300,300,C. NỘ PHÁI TRẢ,,6.147.209.710.070,6.407.086.677.225,,,6147209710070.0,6407086677225.0
310,310,310,I. Nợ ngắn hạn,,4.912.998.633.069,5.117.935.946.194,,,4912998633069.0,5117935946194.0
311,311,311,1. Phải trả người bán ngắn hạn,19,150.989.947.810,339.067.578.915,,19.0,150989947810.0,339067578915.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,20,1.231.294.824.170,1.647.948.150.149,,20.0,1231294824170.0,1647948150149.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,21,94.228.902.926,43.927.927.726,,21.0,94228902926.0,43927927726.0
314,314,314,4. Phải trả người lao động,,1.712.985.104,3.354.760.355,,,1712985104.0,3354760355.0
315,315,315,5. Chi phí phải trả ngắn hạn,22,289.307.619.314,376.494.911.355,,22.0,289307619314.0,376494911355.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,23,79.960.193.351,44.021.432.943,,23.0,79960193351.0,44021432943.0
319,319,319,7. Phải trả ngắn hạn khác,24,1.712.251.807.582,1.253.666.037.810,,24.0,1712251807582.0,1253666037810.0
320,320,320,8. Vay ngắn hạn,25,1.338.275.937.998,1.397.814.134.607,,25.0,1338275937998.0,1397814134607.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",28,14.976.414.814,11.641.012.334,,28.0,14976414814.0,11641012334.0
330,330,330,II. Nợ dài hạn,,1.234.211.077.001,1.289.150.731.031,,,1234211077001.0,1289150731031.0
333,333,333,1. Chi phí phải trả dài hạn,22,135.775.179.400,97.276.987.691,,22.0,135775179400.0,97276987691.0
336,336,336,2. Doanh thu chưa thực hiện dài hạn,23,38.328.609.409,38.525.760.000,,23.0,38328609409.0,38525760000.0
337,337,337,3. Phải trả dài hạn khác,24,54.468.018.118,27.078.926.478,,24.0,54468018118.0,27078926478.0
338,338,338,4. Vay và nợ dài hạn,25,920.482.676.120,1.032.132.901.690,,25.0,920482676120.0,1032132901690.0
341,341,341,5. Thuế thu nhập hoãn lại phải trả,34.3,85.156.593.954,94.136.155.172,,343.0,85156593954.0,94136155172.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,4.737.667.704.483,4.471.749.769.483,,,4737667704483.0,4471749769483.0
410,410,410,I. Vốn chủ sở hữu,,4.737.667.704.483,4.471.749.769.483,,,4737667704483.0,4471749769483.0
411,411,411,1. Vốn cổ phần,26,3.392.226.750.000,3.392.226.750.000,,26.0,3392226750000.0,3392226750000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.392.226.750.000,3.392.226.750.000,,,3392226750000.0,3392226750000.0
412,412,412,2. Thắng dư vốn cổ phần,26,333.257.781.211,333.261.184.101,,26.0,333257781211.0,333261184101.0
415,415,415,3. Cổ phiếu quỹ,26,,(11.890.000),,26.0,,-11890000.0
418,418,418,4. Quỹ đầu tư phát triển,26,134.240.908.893,130.100.031.184,,26.0,134240908893.0,130100031184.0
420,420,420,5. Quỹ khác thuộc vốn chủ sở hữu,26,24.890.292.522,24.890.292.522,,26.0,24890292522.0,24890292522.0
421,421,421,6. Lợi nhuận sau thuế chưa phân phối,26,621.355.873.192,365.055.667.136,,26.0,621355873192.0,365055667136.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,347.103.464.136,163.058.700.833,,,347103464136.0,163058700833.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,274.252.409.056,201.996.966.303,,,274252409056.0,201996966303.0
429,429,429,7. Lợi ích cổ đông không kiểm soát,27,231.696.098.665,226.227.734.540,,27.0,231696098665.0,226227734540.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,10.884.877.414.553,10.878.836.446.708,,,10884877414553.0,10878836446708.0
