row_label_raw,row_label_full,Quyền sử dụng đất,Phần mềm vi tính,Tải sản khác,VND Tổng cộng,numeric__Phần mềm vi tính,numeric__Tải sản khác,numeric__VND Tổng cộng
209.602.614.181,209.602.614.181,209.602.614.181,5.090.745.880,2.508.310.000,217.201.670.061,5090745880.0,2508310000.0,217201670061.0
-,-,-,8.398.202.316,37.500.000,8.435.702.316,8398202316.0,37500000.0,8435702316.0
-,-,-,303.572.500,67.281.818,370.854.318,303572500.0,67281818.0,370854318.0
209.602.614.181,209.602.614.181,209.602.614.181,13.792.520.696,2.613.091.818,226.008.226.695,13792520696.0,2613091818.0,226008226695.0
-,-,-,3.615.508.880,494.900.000,4.110.408.880,3615508880.0,494900000.0,4110408880.0
(7.572.195.173),(7.572.195.173),(7.572.195.173),(4.134.710.261),(1.083.133.836),(12.790.039.270),-4134710261.0,-1083133836.0,-12790039270.0
(3.684.959.820),(3.684.959.820),(3.684.959.820),(876.118.945),(370.054.835),(4.931.133.600),-876118945.0,-370054835.0,-4931133600.0
(11.257.154.993),(11.257.154.993),(11.257.154.993),(5.010.829.206),(1.453.188.671),(17.721.172.870),-5010829206.0,-1453188671.0,-17721172870.0
202.030.419.008,202.030.419.008,202.030.419.008,956.035.619,1.425.176.164,204.411.630.791,956035619.0,1425176164.0,204411630791.0
198.345.459.188,198.345.459.188,198.345.459.188,8.781.691.490,1.159.903.147,208.287.053.825,8781691490.0,1159903147.0,208287053825.0
90.175.781.818,90.175.781.818,90.175.781.818,-,-,90.175.781.818,,,90175781818.0
