row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm (Trình bày lại – Thuyết minh số 38),numeric__Số cuối năm,numeric__VND Số đầu năm (Trình bày lại – Thuyết minh số 38)
Ngắn hạn,Ngắn hạn,Ngắn hạn,1.221.307.716,3.031.331.306,1221307716.0,3031331306.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",80.257.544,523.969.305,80257544.0,523969305.0
Khác,Khác,Khác,1.141.050.172,2.507.362.001,1141050172.0,2507362001.0
Dải hạn,Dải hạn,Dải hạn,288.066.771.215,268.363.142.685,288066771215.0,268363142685.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,269.708.359.257,243.983.045.942,269708359257.0,243983045942.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",17.202.197.097,24.380.096.743,17202197097.0,24380096743.0
Khác,Khác,Khác,1.156.214.861,-,1156214861.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,289.288.078.931,271.394.473.991,289288078931.0,271394473991.0
