row_label_raw,row_label_full,col_0,Vốn cổ phần,Thăng dưvốn cổ phần,Cổ phiếu quỹ,Quỹ đầu tưphát triển,Quỹ khác thuộcvốn chủ sở hữu,Lợi nhuận sau thuếchưa phân phối,VNDTổng công,numeric__Vốn cổ phần,numeric__Thăng dưvốn cổ phần,numeric__Cổ phiếu quỹ,numeric__Quỹ đầu tưphát triển,numeric__Quỹ khác thuộcvốn chủ sở hữu,numeric__Lợi nhuận sau thuếchưa phân phối,numeric__VNDTổng công
Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,,,,,,,
Số đầu năm(dã được trình bàytrước dây - Thuyếtminh số 38),Năm nay > Số đầu năm(dã được trình bàytrước dây - Thuyếtminh số 38),Số đầu năm(dã được trình bàytrước dây - Thuyếtminh số 38),3.392.226.750.000,333.261.184.101,(11.890.000),130.100.031.184,24.890.292.522,331.191.377.780,4.211.657.745.587,3392226750000.0,333261184101.0,-11890000.0,130100031184.0,24890292522.0,331191377780.0,4211657745587.0
Trình bày lại,Năm nay > Trình bày lại,Trình bày lại,-,-,-,-,-,33.864.289.356,33.864.289.356,,,,,,33864289356.0,33864289356.0
Số đầu năm(được trình bày lại -Thuyết minh số 38),Năm nay > Số đầu năm(được trình bày lại -Thuyết minh số 38),Số đầu năm(được trình bày lại -Thuyết minh số 38),3.392.226.750.000,333.261.184.101,(11.890.000),130.100.031.184,24.890.292.522,365.055.667.136,4.245.522.034.943,3392226750000.0,333261184101.0,-11890000.0,130100031184.0,24890292522.0,365055667136.0,4245522034943.0
Lợi nhuận thuầntrong năm,Năm nay > Lợi nhuận thuầntrong năm,Lợi nhuận thuầntrong năm,-,-,-,-,-,274.252.409.056,274.252.409.056,,,,,,274252409056.0,274252409056.0
Trích quỹ đầu tưphát triển,Năm nay > Trích quỹ đầu tưphát triển,Trích quỹ đầu tưphát triển,-,-,-,4.140.877.709,-,(4.140.877.709),-,,,,4140877709.0,,-4140877709.0,
"Trích quỹ khenthường, phúc lợi","Năm nay > Trích quỹ khenthường, phúc lợi","Trích quỹ khenthường, phúc lợi",-,-,-,-,-,(13.811.325.291),(13.811.325.291),,,,,,-13811325291.0,-13811325291.0
Bản cổ phiếu quỹ (*),Năm nay > Bản cổ phiếu quỹ (*),Bản cổ phiếu quỹ (*),-,(3.402.890),11.890.000,-,-,-,8.487.110,,-3402890.0,11890000.0,,,,8487110.0
Số cuối năm,Năm nay > Số cuối năm,Số cuối năm,3.392.226.750.000,333.257.781.211,-,134.240.908.893,24.890.292.522,621.355.873.192,4.505.971.605.818,3392226750000.0,333257781211.0,,134240908893.0,24890292522.0,621355873192.0,4505971605818.0
