row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Công ty Cổ phầnMay Tiến Phát,Công ty Cổ phầnMay Tiến Phát,Công ty Cổ phầnMay Tiến Phát,Công tyliên kết,Cho vayLãi cho vayBán hàng hòavà dịch vụHàng bánbjì trả lạiMua hàng hòavà dịch vụVayChuyển nhượngcổ phầnChi phí lãi vay,1.050.005.000.000139.525.329.47563.920.584.28861.071.636.28453.259.501.852---61.600.000.000-,1.418.200.000.00054.475.161.52079.642.758.537--396.869.226.740442.000.000.00061.600.000.0002.637.866.664,,,,
Công ty TNHHMTV Dịch VụBất Đông SảnMinh Anh,Công ty Cổ phầnMay Tiến Phát > Công ty TNHHMTV Dịch VụBất Đông SảnMinh Anh,Công ty TNHHMTV Dịch VụBất Đông SảnMinh Anh,Bên liên quan,Bản khoảnđầu tưVayỨng trướcChi phí lãi vay,270.000.000.00080.000.000.00061.500.000.000621.369.863,,,,2.700000000008e+42,
Huỳnh ThảoLinh,Công ty Cổ phầnMay Tiến Phát > Huỳnh ThảoLinh,Huỳnh ThảoLinh,Chủ tịch công ty con,Chuyển nhượngkhoản đầu tưCho vayThu hồ,133.840.000.00041.500.000.00014.145.765.000,,,,1.33840000000415e+33,
Công ty Cổ phầnKhu Côngnghiệp ThànhThành Công,Công ty Cổ phầnMay Tiến Phát > Công ty Cổ phầnKhu Côngnghiệp ThànhThành Công,Công ty Cổ phầnKhu Côngnghiệp ThànhThành Công,Đầu tư khác(Trước đây làcông tyliên kết),Dịch vụ môi giớiVayMua hàng hòavà dịch vụLãi cho vayChi phí lãi vay,100.491.948.96050.000.000.00016.392.606.01313.192.854.6171.933.890.409,--12.111.295.735--,,,1.004919489605e+54,
Nguyễn Hữu Đạt,Công ty Cổ phầnMay Tiến Phát > Nguyễn Hữu Đạt,Nguyễn Hữu Đạt,Chủ tịchcông ty con,VayBán khoảnđầu tưCung cấp dịch vụỨng trướcChi phí lãi vay,81.878.268.00059.716.400.0009.557.452.2286.341.007.3724.688.226.669,,,,8.187826800059716e+51,
