row_label_raw,row_label_full,Phải thu ngắn hạn của khách hàng,462.203.738.098,95.000.000,462.298.738.098,numeric__462.203.738.098,numeric__95.000.000,numeric__462.298.738.098
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,3.975.878.925.817,(16.503.327.869),3.959.375.597.948,3975878925817.0,-16503327869.0,3959375597948.0
Thu nhập thuế hoãn lại,Thu nhập thuế hoãn lại,Thu nhập thuế hoãn lại,98.314.255.172,(4.178.100.000),94.136.155.172,98314255172.0,-4178100000.0,94136155172.0
Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,331.191.377.780,33.864.289.356,365.055.667.136,331191377780.0,33864289356.0,365055667136.0
Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,116.612.441.397,46.446.259.436,163.058.700.833,116612441397.0,46446259436.0,163058700833.0
Lợi nhuận sau thuế chưa phân phối lũy kế năm nay,Lợi nhuận sau thuế chưa phân phối lũy kế năm nay,Lợi nhuận sau thuế chưa phân phối lũy kế năm nay,214.578.936.383,(12.581.970.080),201.996.966.303,214578936383.0,-12581970080.0,201996966303.0
Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,272.322.245.425,351.748.551,272.673.993.976,272322245425.0,351748551.0,272673993976.0
