row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,,
"Doanh thu từ chuyển nhượng quyền sử dụng đất, bắt động sản","Tổng doanh thu > Doanh thu từ chuyển nhượng quyền sử dụng đất, bắt động sản","Doanh thu từ chuyển nhượng quyền sử dụng đất, bắt động sản",590.695.101.977,2.864.897.193.861,590695101977.0,2864897193861.0
Doanh thu từ dịch vụ bắt động sản,Tổng doanh thu > Doanh thu từ dịch vụ bắt động sản,Doanh thu từ dịch vụ bắt động sản,354.841.600.846,113.667.935.590,354841600846.0,113667935590.0
Doanh thu từ dịch vụ cho thuê,Tổng doanh thu > Doanh thu từ dịch vụ cho thuê,Doanh thu từ dịch vụ cho thuê,68.180.309.006,41.209.326.905,68180309006.0,41209326905.0
Doanh thu từ dịch vụ khác,Tổng doanh thu > Doanh thu từ dịch vụ khác,Doanh thu từ dịch vụ khác,33.001.739.392,20.391.100.793,33001739392.0,20391100793.0
Trừ,Trừ,Trừ,Trừ,Trừ,,
Hàng bản bị trả lại,Trừ > Hàng bản bị trả lại,Hàng bản bị trả lại,(16.227.382.424),(111.494.351.305),-16227382424.0,-111494351305.0
Doanh thu thuần,Trừ > Doanh thu thuần,Doanh thu thuần,1.030.491.368.797,2.928.671.205.844,1030491368797.0,2928671205844.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
"Doanh thu từ chuyển nhượng quyền sử dụng đất, bắt động sản","Trong đó: > Doanh thu từ chuyển nhượng quyền sử dụng đất, bắt động sản","Doanh thu từ chuyển nhượng quyền sử dụng đất, bắt động sản",574.470.446.826,2.753.402.842.556,574470446826.0,2753402842556.0
Doanh thu từ dịch vụ bắt động sản,Trong đó: > Doanh thu từ dịch vụ bắt động sản,Doanh thu từ dịch vụ bắt động sản,354.841.600.846,113.667.935.590,354841600846.0,113667935590.0
Doanh thu từ dịch vụ cho thuê,Trong đó: > Doanh thu từ dịch vụ cho thuê,Doanh thu từ dịch vụ cho thuê,68.180.309.006,41.209.326.905,68180309006.0,41209326905.0
Doanh thu từ dịch vụ khác,Trong đó: > Doanh thu từ dịch vụ khác,Doanh thu từ dịch vụ khác,32.999.012.119,20.391.100.793,32999012119.0,20391100793.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với khách hàng khác,Trong đó: > Doanh thu với khách hàng khác,Doanh thu với khách hàng khác,712.334.141.050,2.783.520.924.299,712334141050.0,2783520924299.0
Doanh thu với bên liên quan (Thuyết minh số 35),Trong đó: > Doanh thu với bên liên quan (Thuyết minh số 35),Doanh thu với bên liên quan (Thuyết minh số 35),318.157.227.747,145.150.281.545,318157227747.0,145150281545.0
