row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm(Trình bày lại – Thuyết minh số 38),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại – Thuyết minh số 38)
100,100,100,A. TÀI SẢN NGĂN HẠN,,8.973.003.089.584,8.974.257.277.847,,,8973003089584.0,8974257277847.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,83.538.083.050,158.244.579.555,,5.0,83538083050.0,158244579555.0
111,111,111,1. Tiền,,61.210.930.784,142.047.007.872,,,61210930784.0,142047007872.0
112,112,112,2. Các khoản tương đương tiền,,22.327.152.266,16.197.571.683,,,22327152266.0,16197571683.0
120,120,120,II. Đầu tư tài chính ngắn hạn,6,100.501.261.233,182.729.724.638,,6.0,100501261233.0,182729724638.0
123,123,123,1. Đầu tư nằm giữ đến ngày đáo hạn,,100.501.261.233,182.729.724.638,,,100501261233.0,182729724638.0
130,130,130,III. Các khoản phải thu ngắn hạn,,4.608.397.414.474,4.302.170.098.001,,,4608397414474.0,4302170098001.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,7,555.962.421.158,516.160.448.620,,7.0,555962421158.0,516160448620.0
132,132,132,2. Trả trước cho người bán ngắn hạn,8,1.352.772.211.492,1.331.556.478.761,,8.0,1352772211492.0,1331556478761.0
135,135,135,3. Phải thu về cho vay ngắn hạn,9,2.089.640.340.332,2.058.149.244.445,,9.0,2089640340332.0,2058149244445.0
136,136,136,4. Phải thu ngắn hạn khác,10,610.111.667.010,482.612.741.693,,10.0,610111667010.0,482612741693.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,"7,8,9",(89.225.518),(86.308.815.518),,,-89225518.0,-86308815518.0
140,140,140,IV. Hàng tồn kho,11,4.159.537.510.162,4.291.286.720.489,,11.0,4159537510162.0,4291286720489.0
141,141,141,1. Hàng tồn kho,,4.159.537.510.162,4.296.988.480.489,,,4159537510162.0,4296988480489.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,-,(5.701.760.000),,,,-5701760000.0
150,150,150,V. Tài sản ngắn hạn khác,,21.028.820.665,39.826.155.164,,,21028820665.0,39826155164.0
151,151,151,1. Chi phí trả trước ngắn hạn,12,1.221.307.716,3.031.331.306,,12.0,1221307716.0,3031331306.0
152,152,152,2. Thuế giá trị gia tăng được khấu trừ,,12.473.430.082,25.736.535.443,,,12473430082.0,25736535443.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,,7.334.082.867,11.058.288.415,,,7334082867.0,11058288415.0
