row_label_raw,row_label_full,Công ty,Địa điểm,Tình trạng,Ngành nghề kinh doanh,Tỷ lệ lợi ích %,Tỷ lệ biểu quyết %,numeric__Địa điểm,numeric__Tình trạng,numeric__Ngành nghề kinh doanh,numeric__Tỷ lệ lợi ích %,numeric__Tỷ lệ biểu quyết %
Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),,,,,
"Công ty TNHH MTV Đầu tư BDS TTC Land Phú Quốc (""TTC Land Phú Quốc"")","Công ty con (tiếp theo) > Công ty TNHH MTV Đầu tư BDS TTC Land Phú Quốc (""TTC Land Phú Quốc"")","Công ty TNHH MTV Đầu tư BDS TTC Land Phú Quốc (""TTC Land Phú Quốc"")",Kiên Giang,Đang hoạt động,Kinh doanh bất động sản,"100,00","100,00",,,,100.0,100.0
"Công ty Cổ phần Đầu tư BDS TTC Land Hưng Điền (""TTC Land Hưng Điền"")","Công ty con (tiếp theo) > Công ty Cổ phần Đầu tư BDS TTC Land Hưng Điền (""TTC Land Hưng Điền"")","Công ty Cổ phần Đầu tư BDS TTC Land Hưng Điền (""TTC Land Hưng Điền"")",HCMC,Đang hoạt động,Kinh doanh bất động sản,"61,00","61,00",,,,61.0,61.0
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,,
Công ty Cổ phần May Tiến Phát,Công ty liên kết > Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,HCMC,Đang hoạt động,Bất động sản và dịch vụ thương mại,"12,09",(*),,,,12.09,
Công ty Cổ phần Đầu tư Xây dựng Idico – Long An,Công ty liên kết > Công ty Cổ phần Đầu tư Xây dựng Idico – Long An,Công ty Cổ phần Đầu tư Xây dựng Idico – Long An,HCMC,Đang hoạt động,Bất động sản và dịch vụ thương mại,"23,89","23,89",,,,23.89,23.89
Công ty Cổ phần Đầu tư Địa ốc Kim Thành,Công ty liên kết > Công ty Cổ phần Đầu tư Địa ốc Kim Thành,Công ty Cổ phần Đầu tư Địa ốc Kim Thành,HCMC,Đang hoạt động,Kinh doanh bất động sản,"60,00",(*),,,,60.0,
Công ty Cổ phần Đầu tư SVG,Công ty liên kết > Công ty Cổ phần Đầu tư SVG,Công ty Cổ phần Đầu tư SVG,HCMC,Đang hoạt động,Sản xuất và xây dựng,"50,00",(*),,,,50.0,
