row_label_raw,row_label_full,BẢO CẢO LƯU CHUYÊN TIỀN TỆ CHO NĂM TÀI CHÍNH KẾT THỨC NGÀY 31 THÁNG 12 NĂM 2018,Số đầu năm(dã được trình bày trước đây) > BẢO CẢO LƯU CHUYÊN TIỀN TỆ CHO NĂM TÀI CHÍNH KẾT THỨC NGÀY 31 THÁNG 12 NĂM 2018,Điều chỉnh lại > BẢO CẢO LƯU CHUYÊN TIỀN TỆ CHO NĂM TÀI CHÍNH KẾT THỨC NGÀY 31 THÁNG 12 NĂM 2018,Phân loại lại > BẢO CẢO LƯU CHUYÊN TIỀN TỆ CHO NĂM TÀI CHÍNH KẾT THỨC NGÀY 31 THÁNG 12 NĂM 2018,VNDSố đầu năm(được trình bày lại) > BẢO CẢO LƯU CHUYÊN TIỀN TỆ CHO NĂM TÀI CHÍNH KẾT THỨC NGÀY 31 THÁNG 12 NĂM 2018,numeric__Số đầu năm(dã được trình bày trước đây) > BẢO CẢO LƯU CHUYÊN TIỀN TỆ CHO NĂM TÀI CHÍNH KẾT THỨC NGÀY 31 THÁNG 12 NĂM 2018,numeric__Điều chỉnh lại > BẢO CẢO LƯU CHUYÊN TIỀN TỆ CHO NĂM TÀI CHÍNH KẾT THỨC NGÀY 31 THÁNG 12 NĂM 2018,numeric__Phân loại lại > BẢO CẢO LƯU CHUYÊN TIỀN TỆ CHO NĂM TÀI CHÍNH KẾT THỨC NGÀY 31 THÁNG 12 NĂM 2018,numeric__VNDSố đầu năm(được trình bày lại) > BẢO CẢO LƯU CHUYÊN TIỀN TỆ CHO NĂM TÀI CHÍNH KẾT THỨC NGÀY 31 THÁNG 12 NĂM 2018
Lợi nhuận trước thuế,Lợi nhuận trước thuế,Lợi nhuận trước thuế,321.622.038.412,(12.581.976.420),-,309.040.061.992,321622038412.0,-12581976420.0,,309040061992.0
Tăng khoán phải thu,Tăng khoán phải thu,Tăng khoán phải thu,(63.544.857.268),(95.000.000),(53.861.710.522),(117.501.567.790),-63544857268.0,-95000000.0,-53861710522.0,-117501567790.0
Giảm hàng tồn kho,Giảm hàng tồn kho,Giảm hàng tồn kho,519.881.628.557,16.503.327.869,243.983.045.942,780.368.002.368,519881628557.0,16503327869.0,243983045942.0,780368002368.0
Giảm khoán phải trả,Giảm khoán phải trả,Giảm khoán phải trả,(219.779.461.408),(3.826.351.449),53.861.710.522,(169.744.102.335),-219779461408.0,-3826351449.0,53861710522.0,-169744102335.0
Tăng chi phí trả trước,Tăng chi phí trả trước,Tăng chi phí trả trước,1.670.728.071,-,(243.983.045.942),(242.312.317.871),1670728071.0,,-243983045942.0,-242312317871.0
