row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu khác (tiếp theo),Phải thu khác (tiếp theo),Phải thu khác (tiếp theo),Phải thu khác (tiếp theo),Phải thu khác (tiếp theo),Phải thu khác (tiếp theo),Phải thu khác (tiếp theo),,,,
Công ty Cổ phần Đầu Tư SVG,Phải thu khác (tiếp theo) > Công ty Cổ phần Đầu Tư SVG,Công ty Cổ phần Đầu Tư SVG,Công ty liên kết,Khác,20.000.000,-,,,20000000.0,
Công ty Cổ phần Đầu tư và Thương Mại Thuận Thiên,Phải thu khác (tiếp theo) > Công ty Cổ phần Đầu tư và Thương Mại Thuận Thiên,Công ty Cổ phần Đầu tư và Thương Mại Thuận Thiên,Cổ đông,Khác,11.405.900,-,,,11405900.0,
Thái Văn Chuyện,Phải thu khác (tiếp theo) > Thái Văn Chuyện,Thái Văn Chuyện,Thành viên HDQT,Ứng trước mua cổ phần,-,200.000.000.000,,,,200000000000.0
Công ty Cổ phần Bao bì và Kho bãi Bình Tây,Phải thu khác (tiếp theo) > Công ty Cổ phần Bao bì và Kho bãi Bình Tây,Công ty Cổ phần Bao bì và Kho bãi Bình Tây,Bên liên quan,Khác,-,35.000.000,,,,35000000.0
