row_label_raw,row_label_full,Tên công ty liên kết,Tỉnh trạng,Lĩnh vực kinh doanh,Ngày 31 tháng 12 năm 2019,Ngày 31 tháng 12 năm 2019_1,Ngày 31 tháng 12 năm 2019_2,Ngày 31 tháng 12 năm 2018,Ngày 31 tháng 12 năm 2018_1,Ngày 31 tháng 12 năm 2018_2,numeric__Tỉnh trạng,numeric__Lĩnh vực kinh doanh,numeric__Ngày 31 tháng 12 năm 2019,numeric__Ngày 31 tháng 12 năm 2019_1,numeric__Ngày 31 tháng 12 năm 2019_2,numeric__Ngày 31 tháng 12 năm 2018,numeric__Ngày 31 tháng 12 năm 2018_1,numeric__Ngày 31 tháng 12 năm 2018_2
Tên công ty liên kết,Tên công ty liên kết,Tên công ty liên kết,Tỉnh trạng,Lĩnh vực kinh doanh,Tỷ lệ sở hữu(%),Quyền biểu quyết(%),Giá gốc đầu tưVND,Tỷ lệ sở hữu(%),Quyền biểu quyết(%),Giá gốc đầu tưVND,,,,,,,,
"Công ty Cổ phần Sản Xuất Xây Dung Dịch Vụ Hoa Đồng (""Hoa Đồng"") (i)","Tên công ty liên kết > Công ty Cổ phần Sản Xuất Xây Dung Dịch Vụ Hoa Đồng (""Hoa Đồng"") (i)","Công ty Cổ phần Sản Xuất Xây Dung Dịch Vụ Hoa Đồng (""Hoa Đồng"") (i)",Đang hoạt động,Bắt đông sản và dịch vụ thương mại,"49,00","49,00",68.600.497.157,-,-,-,,,49.0,49.0,68600497157.0,,,
Công ty Cổ phần May Tiến Phát (ii),Tên công ty liên kết > Công ty Cổ phần May Tiến Phát (ii),Công ty Cổ phần May Tiến Phát (ii),Đang hoạt động,Bắt đông sản và dịch vụ thương mại,"12,09",(i),43.893.399.717,"12,09",(i),53.479.112.916,,,12.09,,43893399717.0,12.09,,53479112916.0
Công ty Cổ phần Đầu tư Xây dung Idico Long An,Tên công ty liên kết > Công ty Cổ phần Đầu tư Xây dung Idico Long An,Công ty Cổ phần Đầu tư Xây dung Idico Long An,Đang hoạt động,Bắt đông sản và dịch vụ thương mại,"23,89","23,89",19.925.654.829,"23,89","23,89",19.681.761.033,,,23.89,23.89,19925654829.0,23.89,23.89,19681761033.0
Công ty Cổ phần Đầu tư Địa ốc Kim Thành (iii),Tên công ty liên kết > Công ty Cổ phần Đầu tư Địa ốc Kim Thành (iii),Công ty Cổ phần Đầu tư Địa ốc Kim Thành (iii),Đang hoạt động,Bắt đông sản,"60,00",(ii),12.487.875.793,"60,00",(ii),12.201.637.751,,,60.0,,12487875793.0,60.0,,12201637751.0
Công ty Cổ phần Đầu tư SVG (iii),Tên công ty liên kết > Công ty Cổ phần Đầu tư SVG (iii),Công ty Cổ phần Đầu tư SVG (iii),Đang hoạt động,Sản xuất và xây dựng,"50,00",(ii),1.000.000.000,"50,00",(ii),1.000.000.000,,,50.0,,1000000000.0,50.0,,1000000000.0
Công ty Cổ phần Khu Công nghiệp Thành Thành Công (iv),Tên công ty liên kết > Công ty Cổ phần Khu Công nghiệp Thành Thành Công (iv),Công ty Cổ phần Khu Công nghiệp Thành Thành Công (iv),Đang hoạt động,Bắt đông sản,-,-,-,"39,05","39,05",485.355.034.444,,,,,,39.05,39.05,485355034444.0
Công ty Cổ phần Bao bi và Kho bãi Bình Tây (v),Tên công ty liên kết > Công ty Cổ phần Bao bi và Kho bãi Bình Tây (v),Công ty Cổ phần Bao bi và Kho bãi Bình Tây (v),Đang hoạt động,Dịch vụ,-,-,-,"21,33","21,33",31.091.603.815,,,,,,21.33,21.33,31091603815.0
,,,,,,,145.907.427.496,,,602.809.149.959,,,,,145907427496.0,,,602809149959.0
