row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2019 VND,2018 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2019 VND,numeric__2018 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,27,50.602.936.007.389,53.577.241.462.140,1.0,27.0,50602936007389.0,53577241462140.0
Giá vốn hàng bán và cung cấp dịch vụ,Giá vốn hàng bán và cung cấp dịch vụ,Giá vốn hàng bán và cung cấp dịch vụ,11,28,44.980.140.698.282,46.085.422.009.499,11.0,28.0,44980140698282.0,46085422009499.0
Lợi nhuận gộp từ bán hàng và cung cấp dịch vụ (20 = 01 - 11),Lợi nhuận gộp từ bán hàng và cung cấp dịch vụ (20 = 01 - 11),Lợi nhuận gộp từ bán hàng và cung cấp dịch vụ (20 = 01 - 11),20,,5.622.795.309.107,7.491.819.452.641,20.0,,5622795309107.0,7491819452641.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,29,780.495.784.919,331.576.806.364,21.0,29.0,780495784919.0,331576806364.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,30,1.024.667.417.427,918.059.279.654,22.0,30.0,1024667417427.0,918059279654.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,351.417.652.590,257.505.446.656,23.0,,351417652590.0,257505446656.0
Phần lỗ trong các công ty liên kết,Phần lỗ trong các công ty liên kết,Phần lỗ trong các công ty liên kết,24,,(91.807.064.610),(88.730.587.954),24.0,,-91807064610.0,-88730587954.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,31,1.003.521.966.058,712.929.844.155,25.0,31.0,1003521966058.0,712929844155.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,32,435.654.189.800,294.777.399.221,26.0,32.0,435654189800.0,294777399221.0
Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},30,,3.847.640.456.131,5.808.899.148.021,30.0,,3847640456131.0,5808899148021.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,33,721.382.385.427,7.856.232.457,31.0,33.0,721382385427.0,7856232457.0
Chi phí khác,Chi phí khác,Chi phí khác,32,,371.826.584,826.270.723,32.0,,371826584.0,826270723.0
Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),40,,721.010.558.843,7.029.961.734,40.0,,721010558843.0,7029961734.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,4.568.651.014.974,5.815.929.109.755,50.0,,4568651014974.0,5815929109755.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,35,741.648.874.040,253.597.027.514,51.0,35.0,741648874040.0,253597027514.0
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,52,35,19.657.013.840,227.241.605.086,52.0,35.0,19657013840.0,227241605086.0
Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),60,,3.807.345.127.094,5.335.090.477.155,60.0,,3807345127094.0,5335090477155.0
Phân bổ cho:,Phân bổ cho:,Phân bổ cho:,,,,,,,,
Cổ đông của Công ty,Phân bổ cho: > Cổ đông của Công ty,Cổ đông của Công ty,61,,3.806.761.193.483,5.335.036.357.250,61.0,,3806761193483.0,5335036357250.0
Lợi ích cổ đông không kiểm soát,Phân bổ cho: > Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,62,,583.933.611,54.119.905,62.0,,583933611.0,54119905.0
Lãi trên cổ phiếu,Lãi trên cổ phiếu,Lãi trên cổ phiếu,,,,,,,,
Lãi cơ bản trên cổ phiếu,Lãi trên cổ phiếu > Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,70,36,7.107,9.850,70.0,36.0,7107.0,9850.0
