row_label_raw,row_label_full,col_0,Mã số,2019 VND,2018 VND,numeric__Mã số,numeric__2019 VND,numeric__2018 VND
LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,01,4.568.651.014.974,5.815.929.109.755,1.0,4568651014974.0,5815929109755.0
Khẩu hao và phân bổ,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Khẩu hao và phân bổ,Khẩu hao và phân bổ,02,175.155.660.359,146.514.029.742,2.0,175155660359.0,146514029742.0
Các khoản dự phòng,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng,Các khoản dự phòng,03,1.059.651.891.643,174.500.000.000,3.0,1059651891643.0,174500000000.0
Giá trị thời gian của dòng tiền đã được chiết khấu của khoản dự phòng(Lãi)/lỗ chênh lệch tỷ giá hối doái do đánh giá lại,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giá trị thời gian của dòng tiền đã được chiết khấu của khoản dự phòng(Lãi)/lỗ chênh lệch tỷ giá hối doái do đánh giá lại,Giá trị thời gian của dòng tiền đã được chiết khấu của khoản dự phòng(Lãi)/lỗ chênh lệch tỷ giá hối doái do đánh giá lại,03,229.491.749.908,434.733.395.693,3.0,229491749908.0,434733395693.0
các khoản mục tiền tệ có gốc ngoại tệ,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > các khoản mục tiền tệ có gốc ngoại tệ,các khoản mục tiền tệ có gốc ngoại tệ,04,(43.926.035.073),51.320.437.305,4.0,-43926035073.0,51320437305.0
Lãi tiền gửi và cho vay,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi tiền gửi và cho vay,Lãi tiền gửi và cho vay,05,(550.933.281.288),(221.386.370.627),5.0,-550933281288.0,-221386370627.0
Phần lỗ trong các công ty liên kết,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Phần lỗ trong các công ty liên kết,Phần lỗ trong các công ty liên kết,05,91.807.064.610,88.730.587.954,5.0,91807064610.0,88730587954.0
Thu nhập từ cổ tức(Lãi)/lỗ từ thanh lý và xóa số tài sản cố định và xây dựng cơ bản dở dang,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ cổ tức(Lãi)/lỗ từ thanh lý và xóa số tài sản cố định và xây dựng cơ bản dở dang,Thu nhập từ cổ tức(Lãi)/lỗ từ thanh lý và xóa số tài sản cố định và xây dựng cơ bản dở dang,05,(10.332.636.000),(2.832.636.000),5.0,-10332636000.0,-2832636000.0
Thu nhập từ cổ tức(Lãi)/lỗ từ thanh lý và xóa số tài sản cố định và xây dựng cơ bản dở dang,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ cổ tức(Lãi)/lỗ từ thanh lý và xóa số tài sản cố định và xây dựng cơ bản dở dang,Thu nhập từ cổ tức(Lãi)/lỗ từ thanh lý và xóa số tài sản cố định và xây dựng cơ bản dở dang,05,(694.598.317.992),10.506.525.264,5.0,-694598317992.0,10506525264.0
