row_label_raw,row_label_full,col_0,Dự phòng chungTriệu đồng,Dự phòng cụ thể (*)Triệu đồng,Tổng cộngTriệu đồng,numeric__Dự phòng chungTriệu đồng,numeric__Dự phòng cụ thể (*)Triệu đồng,numeric__Tổng cộngTriệu đồng
Tại ngày 1 tháng 1 năm 2022,Tại ngày 1 tháng 1 năm 2022,Tại ngày 1 tháng 1 năm 2022,826.634,539.916,1.366.550,826634.0,539916.0,1366550.0
Trích lập/(hoàn nhập) trong năm (Thuyết minh 26),Trích lập/(hoàn nhập) trong năm (Thuyết minh 26),Trích lập/(hoàn nhập) trong năm (Thuyết minh 26),139.921,(30.402),109.519,139921.0,-30402.0,109519.0
Sử dụng dự phòng để xử lý rủi ro trong năm,Sử dụng dự phòng để xử lý rủi ro trong năm,Sử dụng dự phòng để xử lý rủi ro trong năm,-,(166.623),(166.623),,-166623.0,-166623.0
Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,966.555,342.891,1.309.446,966555.0,342891.0,1309446.0
Trích lập trong năm (Thuyết minh 26),Trích lập trong năm (Thuyết minh 26),Trích lập trong năm (Thuyết minh 26),72.801,621.598,694.399,72801.0,621598.0,694399.0
Sử dụng dự phòng để xử lý rủi ro trong năm,Sử dụng dự phòng để xử lý rủi ro trong năm,Sử dụng dự phòng để xử lý rủi ro trong năm,-,(468.071),(468.071),,-468071.0,-468071.0
Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,1.039.356,496.418,1.535.774,1039356.0,496418.0,1535774.0
