row_label_raw,row_label_full,col_0,31.12.2023Triệu đồng,31.12.2022Triệu đồng,numeric__31.12.2023Triệu đồng,numeric__31.12.2022Triệu đồng
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,,
Chứng chỉ tiền gửi do các TCTD khác trong nước phát hành,Chứng khoán nợ > Chứng chỉ tiền gửi do các TCTD khác trong nước phát hành,Chứng chỉ tiền gửi do các TCTD khác trong nước phát hành,2.200.000,1.000.000,2200000.0,1000000.0
Trái phiếu do các TCTD khác trong nước phát hành,Chứng khoán nợ > Trái phiếu do các TCTD khác trong nước phát hành,Trái phiếu do các TCTD khác trong nước phát hành,1.300.000,900.000,1300000.0,900000.0
,,,3.500.000,1.900.000,3500000.0,1900000.0
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,,
"Chứng khoán vốn do tổ chức kinh tế (""TCKT"")trong nước phát hành","Chứng khoán vốn > Chứng khoán vốn do tổ chức kinh tế (""TCKT"")trong nước phát hành","Chứng khoán vốn do tổ chức kinh tế (""TCKT"")trong nước phát hành",212.868,212.868,212868.0,212868.0
,,,3.712.868,2.112.868,3712868.0,2112868.0
Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,,
Dự phòng giảm giá chứng khoán vốn,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán > Dự phòng giảm giá chứng khoán vốn,Dự phòng giảm giá chứng khoán vốn,(152.785),(144.146),-152785.0,-144146.0
,,,3.560.083,1.968.722,3560083.0,1968722.0
