row_label_raw,row_label_full,col_0,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023Triệu đồng,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022Triệu đồng,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023Triệu đồng,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022Triệu đồng
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
01,01,01,"Mua sắm tài sản cố định (""TSCĐ"") và tài sản dài hạn khác",,(660.423),(219.456),,,-660423.0,-219456.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán TSCĐ",,19.009,37.728,,,19009.0,37728.0
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,1.148,5.643,,,1148.0,5643.0
II,II,II,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ,,(640.266),(176.085),,,-640266.0,-176085.0
III,III,III,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG TÀI CHÍNH,,-,-,,,,
IV,III > IV,IV,LU'U CHUYÊN TIÊN THUẦN TRONG NĂM,,8.585.640,10.221.880,,,8585640.0,10221880.0
V,III > V,V,TIỀN VÀ CÁC KHOÀN TƯƠNG ĐƯƠNG TIỀN ĐẦU NĂM,28,40.757.206,30.535.326,,28.0,40757206.0,30535326.0
VII,III > VII,VII,TIỀN VÀ CÁC KHOÀN TƯƠNG ĐƯƠNG TIỀN CUỐI NĂM,28,49.342.846,40.757.206,,28.0,49342846.0,40757206.0
