row_label_raw,row_label_full,Chỉ tiêu,Năm tài chính kết thúc ngày 31 tháng 12 năm 2022 > Số liệu báo cáo trước đây,Năm tài chính kết thúc ngày 31 tháng 12 năm 2022 > Điều chỉnh,Năm tài chính kết thúc ngày 31 tháng 12 năm 2022 > Số liệu trình bày lại,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm 2022 > Số liệu báo cáo trước đây,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm 2022 > Điều chỉnh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm 2022 > Số liệu trình bày lại
Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),2.945.752,(200.000),2.745.752,2945752.0,-200000.0,2745752.0
Bình quân gia quyền số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân gia quyền số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân gia quyền số cổ phiếu phổ thông đang lưu hành (cổ phiếu),1.229.432.904,511.433.244,1.740.866.148,1229432904.0,511433244.0,1740866148.0
Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),2.396,,1.577,2396.0,,1577.0
