row_label_raw,row_label_full,col_0,col_1,2023Triệu đồng,2022Triệu đồng,col_4,col_5,numeric__col_1,numeric__2023Triệu đồng,numeric__2022Triệu đồng,numeric__col_4,numeric__col_5
,,,,Thu nhập lãi cho vay,13.383.521,,,,,13383521.0,,
,,,,Thu nhập lãi tiền gửi,921.100,,,,,921100.0,,
,,,,"Thu lãi từ kinh doanh, đầu tư chứng khoán Nợ",311.571,,,,,311571.0,,
,,,,Thu từ nghiệp vụ bảo lãnh,81.086,,,,,81086.0,,
,,,,Thu khác từ hoạt động tín dụng,1.914,,,,,1914.0,,
,,,,,14.699.192,,,,,14699192.0,,
19,19,19,CHI PHÍ LÃI VÀ CÁC KHOẢN CHI PHÍ TƯƠNG TỰ,CHI PHÍ LÃI VÀ CÁC KHOẢN CHI PHÍ TƯƠNG TỰ,CHI PHÍ LÃI VÀ CÁC KHOẢN CHI PHÍ TƯƠNG TỰ,,,,,,,
19,19,19,CHI PHÍ LÃI VÀ CÁC KHOẢN CHI PHÍ TƯƠNG TỰ,CHI PHÍ LÃI VÀ CÁC KHOẢN CHI PHÍ TƯƠNG TỰ,CHI PHÍ LÃI VÀ CÁC KHOẢN CHI PHÍ TƯƠNG TỰ,2023Triệu đồng,2022Triệu đồng,,,,,
19,19 > 19,19,CHI PHÍ LÃI VÀ CÁC KHOẢN CHI PHÍ TƯƠNG TỰ,CHI PHÍ LÃI VÀ CÁC KHOẢN CHI PHÍ TƯƠNG TỰ,CHI PHÍ LÃI VÀ CÁC KHOẢN CHI PHÍ TƯƠNG TỰ,Trả lãi tiền gửi,10.045.815,,,,,10045815.0
19,19 > 19,19,CHI PHÍ LÃI VÀ CÁC KHOẢN CHI PHÍ TƯƠNG TỰ,CHI PHÍ LÃI VÀ CÁC KHOẢN CHI PHÍ TƯƠNG TỰ,CHI PHÍ LÃI VÀ CÁC KHOẢN CHI PHÍ TƯƠNG TỰ,Trả lãi tiền vay,23.318,,,,,23318.0
19,19 > 19,19,CHI PHÍ LÃI VÀ CÁC KHOẢN CHI PHÍ TƯƠNG TỰ,CHI PHÍ LÃI VÀ CÁC KHOẢN CHI PHÍ TƯƠNG TỰ,CHI PHÍ LÃI VÀ CÁC KHOẢN CHI PHÍ TƯƠNG TỰ,Trả lãi phát hành giấy tờ có giá,23.218,,,,,23218.0
19,19 > 19,19,CHI PHÍ LÃI VÀ CÁC KHOẢN CHI PHÍ TƯƠNG TỰ,CHI PHÍ LÃI VÀ CÁC KHOẢN CHI PHÍ TƯƠNG TỰ,CHI PHÍ LÃI VÀ CÁC KHOẢN CHI PHÍ TƯƠNG TỰ,Chi phí hoạt động tín dụng khác,9.737,,,,,9737.0
