row_label_raw,row_label_full,col_0,31.12.2023Triệu đồng,31.12.2022Triệu đồng,numeric__31.12.2023Triệu đồng,numeric__31.12.2022Triệu đồng
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,,
Trái phiếu Chính phủ,Chứng khoán nợ > Trái phiếu Chính phủ,Trái phiếu Chính phủ,2.563.770,7.030.857,2563770.0,7030857.0
Trái phiếu do các TCTD khác trong nước phát hành,Chứng khoán nợ > Trái phiếu do các TCTD khác trong nước phát hành,Trái phiếu do các TCTD khác trong nước phát hành,800.000,-,800000.0,
Trái phiếu do các TCKT trong nước phát hành,Chứng khoán nợ > Trái phiếu do các TCKT trong nước phát hành,Trái phiếu do các TCKT trong nước phát hành,75.000,75.000,75000.0,75000.0
- Trong đó: Trái phiếu do DATC phát hành,Chứng khoán nợ > - Trong đó: Trái phiếu do DATC phát hành,- Trong đó: Trái phiếu do DATC phát hành,75.000,75.000,75000.0,75000.0
Tín phiếu NHNN,Chứng khoán nợ > Tín phiếu NHNN,Tín phiếu NHNN,-,7.000.000,,7000000.0
,,,3.438.770,14.105.857,3438770.0,14105857.0
Dự phòng rủi ro chứng khoán đầu tư nằm giữđền ngày đáo hạn,Dự phòng rủi ro chứng khoán đầu tư nằm giữđền ngày đáo hạn,Dự phòng rủi ro chứng khoán đầu tư nằm giữđền ngày đáo hạn,Dự phòng rủi ro chứng khoán đầu tư nằm giữđền ngày đáo hạn,Dự phòng rủi ro chứng khoán đầu tư nằm giữđền ngày đáo hạn,,
Dự phòng cụ thể trái phiếu DATC,Dự phòng rủi ro chứng khoán đầu tư nằm giữđền ngày đáo hạn > Dự phòng cụ thể trái phiếu DATC,Dự phòng cụ thể trái phiếu DATC,(15.000),-,-15000.0,
Dự phòng chung trái phiếu DATC,Dự phòng rủi ro chứng khoán đầu tư nằm giữđền ngày đáo hạn > Dự phòng chung trái phiếu DATC,Dự phòng chung trái phiếu DATC,(563),-,-563.0,
,,,(15.563),-,-15563.0,
,,,3.423.207,14.105.857,3423207.0,14105857.0
