row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2023,Miền BắcTriệu đồng > Tại ngày 31 tháng 12 năm 2023,Miền TrungTriệu đồng > Tại ngày 31 tháng 12 năm 2023,Miền NamTriệu đồng > Tại ngày 31 tháng 12 năm 2023,Loại trừTriệu đồng > Tại ngày 31 tháng 12 năm 2023,Tổng cộngTriệu đồng > Tại ngày 31 tháng 12 năm 2023,numeric__Miền BắcTriệu đồng > Tại ngày 31 tháng 12 năm 2023,numeric__Miền TrungTriệu đồng > Tại ngày 31 tháng 12 năm 2023,numeric__Miền NamTriệu đồng > Tại ngày 31 tháng 12 năm 2023,numeric__Loại trừTriệu đồng > Tại ngày 31 tháng 12 năm 2023,numeric__Tổng cộngTriệu đồng > Tại ngày 31 tháng 12 năm 2023
Tải sản,Tải sản,Tải sản,34.236.338,19.086.952,161.191.454,(13.097.909),201.416.835,34236338.0,19086952.0,161191454.0,-13097909.0,201416835.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,33.930.260,18.688.570,139.450.915,(13.097.909),178.971.836,33930260.0,18688570.0,139450915.0,-13097909.0,178971836.0
Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,,,,,
Lợi nhuận trước thuế,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023 > Lợi nhuận trước thuế,Lợi nhuận trước thuế,306.078,398.382,2.015.166,-,2.719.626,306078.0,398382.0,2015166.0,,2719626.0
Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,,,,,
Tải sản,Tại ngày 31 tháng 12 năm 2022 > Tải sản,Tải sản,34.013.191,19.026.600,151.929.122,(19.912.862),185.056.051,34013191.0,19026600.0,151929122.0,-19912862.0,185056051.0
Nợ phải trả,Tại ngày 31 tháng 12 năm 2022 > Nợ phải trả,Nợ phải trả,33.407.678,18.660.626,132.420.709,(19.912.862),164.576.151,33407678.0,18660626.0,132420709.0,-19912862.0,164576151.0
Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022,,,,,
Lợi nhuận trước thuế,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022 > Lợi nhuận trước thuế,Lợi nhuận trước thuế,605.513,365.974,2.737.579,-,3.709.066,605513.0,365974.0,2737579.0,,3709066.0
