row_label_raw,row_label_full,col_0,31.12.2023Triệu đồng,31.12.2022Triệu đồng,numeric__31.12.2023Triệu đồng,numeric__31.12.2022Triệu đồng
"Quỹ khen thưởng, phúc lợi (i)","Quỹ khen thưởng, phúc lợi (i)","Quỹ khen thưởng, phúc lợi (i)",322.523,181.063,322523.0,181063.0
Các khoản phải trả nhân viên,Các khoản phải trả nhân viên,Các khoản phải trả nhân viên,115.731,406.223,115731.0,406223.0
Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,,,,
- Các khoản chờ thanh toán,Các khoản phải trả cho bên ngoài > - Các khoản chờ thanh toán,- Các khoản chờ thanh toán,269.704,195.198,269704.0,195198.0
- Phải trả liên quan đến dịch vụ thanh toán thể,Các khoản phải trả cho bên ngoài > - Phải trả liên quan đến dịch vụ thanh toán thể,- Phải trả liên quan đến dịch vụ thanh toán thể,265.581,304.117,265581.0,304117.0
- Thuế và các khoản phải nộp Nhà nước (Thuyết minh 30),Các khoản phải trả cho bên ngoài > - Thuế và các khoản phải nộp Nhà nước (Thuyết minh 30),- Thuế và các khoản phải nộp Nhà nước (Thuyết minh 30),236.170,175.214,236170.0,175214.0
- Phải trả liên quan đến nghiệp vụ L/C,Các khoản phải trả cho bên ngoài > - Phải trả liên quan đến nghiệp vụ L/C,- Phải trả liên quan đến nghiệp vụ L/C,186.742,179.410,186742.0,179410.0
- Phải trả liên quan đến hỗ trợ lãi suất,Các khoản phải trả cho bên ngoài > - Phải trả liên quan đến hỗ trợ lãi suất,- Phải trả liên quan đến hỗ trợ lãi suất,29.826,29.826,29826.0,29826.0
Phải trả khác,Các khoản phải trả cho bên ngoài > Phải trả khác,Phải trả khác,49.373,83.575,49373.0,83575.0
,,,1.475.650,1.554.626,1475650.0,1554626.0
