row_label_raw,row_label_full,col_0,2023Triệu đồng,2022Triệu đồng,numeric__2023Triệu đồng,numeric__2022Triệu đồng
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,2.719.626,3.709.066,2719626.0,3709066.0
Thuế tính ở thuế suất 20%Điều chỉnh:,Thuế tính ở thuế suất 20%Điều chỉnh:,Thuế tính ở thuế suất 20%Điều chỉnh:,543.925,741.813,543925.0,741813.0
Chi phí không được trừ,Chi phí không được trừ,Chi phí không được trừ,9.566,22.715,9566.0,22715.0
Lỗ tính thuế đã được sử dụng,Lỗ tính thuế đã được sử dụng,Lỗ tính thuế đã được sử dụng,(567),-,-567.0,
Khác,Khác,Khác,1.603,(1.214),1603.0,-1214.0
Chi phí thuế TNDN,Chi phí thuế TNDN,Chi phí thuế TNDN,554.527,763.314,554527.0,763314.0
Chi phí/(thu nhập) thuế TNDN ghi nhận trong báo cáokết quả hoạt động hợp nhất:,Chi phí/(thu nhập) thuế TNDN ghi nhận trong báo cáokết quả hoạt động hợp nhất:,Chi phí/(thu nhập) thuế TNDN ghi nhận trong báo cáokết quả hoạt động hợp nhất:,,,,
Thuế TNDN – hiện hành,Chi phí/(thu nhập) thuế TNDN ghi nhận trong báo cáokết quả hoạt động hợp nhất: > Thuế TNDN – hiện hành,Thuế TNDN – hiện hành,554.528,774.317,554528.0,774317.0
Thuế TNDN – hoãn lại,Chi phí/(thu nhập) thuế TNDN ghi nhận trong báo cáokết quả hoạt động hợp nhất: > Thuế TNDN – hoãn lại,Thuế TNDN – hoãn lại,(1),(11.003),-1.0,-11003.0
Chi phí thuế TNDN,Chi phí/(thu nhập) thuế TNDN ghi nhận trong báo cáokết quả hoạt động hợp nhất: > Chi phí thuế TNDN,Chi phí thuế TNDN,554.527,763.314,554527.0,763314.0
