row_label_raw,row_label_full,col_0,Vốn cổ phần VND,Thặng dư vốn cổ phần VND,Cổ phiếu quỹ VND,Quỹ đầu tư phát triển VND,Lợi nhuận chưa phân phối VND,Tổng VND,numeric__Vốn cổ phần VND,numeric__Thặng dư vốn cổ phần VND,numeric__Cổ phiếu quỹ VND,numeric__Quỹ đầu tư phát triển VND,numeric__Lợi nhuận chưa phân phối VND,numeric__Tổng VND
Số dư tại ngày 1 tháng 1 năm 2015,Số dư tại ngày 1 tháng 1 năm 2015,Số dư tại ngày 1 tháng 1 năm 2015,700.000.000.000,177.876.869.236,(80.162.090.861),26.369.260.894,662.220.640.706,1.486.304.679.975,700000000000.0,177876869236.0,-80162090861.0,26369260894.0,662220640706.0,1486304679975.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,129.802.705.100,129.802.705.100,,,,,129802705100.0,129802705100.0
Phân bổ vào các quỹ,Phân bổ vào các quỹ,Phân bổ vào các quỹ,-,-,-,40.652.772.342,(40.652.772.342),-,,,,40652772342.0,-40652772342.0,
Trích quỹ khen thưởng phúc lợi,Trích quỹ khen thưởng phúc lợi,Trích quỹ khen thưởng phúc lợi,-,-,-,-,(27.101.848.228),(27.101.848.228),,,,,-27101848228.0,-27101848228.0
Sử dụng các quỹ,Sử dụng các quỹ,Sử dụng các quỹ,-,-,-,(14.798.702.000),-,(14.798.702.000),,,,-14798702000.0,,-14798702000.0
Số dư tại ngày 1 tháng 1 năm 2016,Số dư tại ngày 1 tháng 1 năm 2016,Số dư tại ngày 1 tháng 1 năm 2016,700.000.000.000,177.876.869.236,(80.162.090.861),52.223.331.236,724.268.725.236,1.574.206.834.847,700000000000.0,177876869236.0,-80162090861.0,52223331236.0,724268725236.0,1574206834847.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,108.847.118.094,108.847.118.094,,,,,108847118094.0,108847118094.0
Sử dụng các quỹ,Sử dụng các quỹ,Sử dụng các quỹ,-,-,-,(42.433.609.710),-,(42.433.609.710),,,,-42433609710.0,,-42433609710.0
Số dư tại ngày 31 tháng 12 năm 2016,Số dư tại ngày 31 tháng 12 năm 2016,Số dư tại ngày 31 tháng 12 năm 2016,700.000.000.000,177.876.869.236,(80.162.090.861),9.789.721.526,833.115.843.330,1.640.620.343.231,700000000000.0,177876869236.0,-80162090861.0,9789721526.0,833115843330.0,1640620343231.0
