row_label_raw,row_label_full,col_0,31/12/2016Giá gốc/Số cókhả năng trả nợVND,1/1/2016Giá gốc/Số cókhả năng trả nợVND,numeric__31/12/2016Giá gốc/Số cókhả năng trả nợVND,numeric__1/1/2016Giá gốc/Số cókhả năng trả nợVND
Công ty TNHH Chế biến Thủy sản Minh Phát,Công ty TNHH Chế biến Thủy sản Minh Phát,Công ty TNHH Chế biến Thủy sản Minh Phát,-,26.565.972.727,,26565972727.0
DNTN Minh Hy,DNTN Minh Hy,DNTN Minh Hy,16.088.232.201,8.517.087.948,16088232201.0,8517087948.0
Công ty Cổ phần Thủy sản Minh Phú Hậu Giang,Công ty Cổ phần Thủy sản Minh Phú Hậu Giang,Công ty Cổ phần Thủy sản Minh Phú Hậu Giang,-,36.922.698.573,,36922698573.0
Các nhà cung cấp khác,Các nhà cung cấp khác,Các nhà cung cấp khác,92.944.037.411,61.900.234.364,92944037411.0,61900234364.0
,,,109.032.269.612,133.905.993.612,109032269612.0,133905993612.0
