row_label_raw,row_label_full,Giấy Chứng nhậnĐăng ký Kinh doanh,61030000726103000072 (điều chỉnh lần 1)6103000072 (điều chỉnh lần 2)20003932732000393273 (điều chỉnh lần 1)2000393273 (điều chỉnh lần 2),ngày 12 tháng 5 năm 2006ngày 25 tháng 5 năm 2007ngày 12 tháng 11 năm 2007ngày 23 tháng 6 năm 2010ngày 15 tháng 10 năm 2014ngày 15 tháng 12 năm 2015,numeric__61030000726103000072 (điều chỉnh lần 1)6103000072 (điều chỉnh lần 2)20003932732000393273 (điều chỉnh lần 1)2000393273 (điều chỉnh lần 2),numeric__ngày 12 tháng 5 năm 2006ngày 25 tháng 5 năm 2007ngày 12 tháng 11 năm 2007ngày 23 tháng 6 năm 2010ngày 15 tháng 10 năm 2014ngày 15 tháng 12 năm 2015
Giấy Chứng nhậnĐăng ký Kinh doanh,Giấy Chứng nhậnĐăng ký Kinh doanh,Giấy Chứng nhậnĐăng ký Kinh doanh,Giấy Chứng nhận Đăng ký Kinh doanh của Công ty và các lần điều chỉnh do Sở Kế hoạch và Đầu tư Tỉnh Cà Mau cấp.,Giấy Chứng nhận Đăng ký Kinh doanh của Công ty và các lần điều chỉnh do Sở Kế hoạch và Đầu tư Tỉnh Cà Mau cấp.,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Lê Văn QuangBà Chu Thị BìnhÔng Chu Văn AnÔng Lê Văn ĐiệpÔng Lê Ngọc AnhBà Lê Thị Dịu MinhBà Đình Ánh TuyếtÔng Jean-Eric Jacquemin,Chủ tịchPhó Chủ tịchThành viênThành viênThành viênThành viên(đến ngày 18 tháng 8 năm 2016)Thành viên(đến ngày 7 tháng 5 năm 2016),,
Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ông Lê Văn QuangBà Chu Thị BìnhÔng Chu Văn AnÔng Thái Hoàng HùngÔng Nguyễn Tấn AnhÔng Lê Văn ĐiệpÔng Bùi Anh DũngÔng Lê Ngọc AnhBà Lê Thị Dịu Minh,Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốc,,
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Ông Trần Văn KhánhBà Phạm Hoàng YếnÔng Nguyễn Thiện TâmBà Nguyễn Thị Hồng CúcBà Đỗ Thị HạnhBà Lê Thị Thanh Thủy,Trường ban (từ ngày 29 tháng 11 năm 2016)Thành viên (từ ngày 7 tháng 5 năm 2016đến ngày 19 tháng 11 năm 2016)Trường ban (đến ngày 7 tháng 5 năm 2016)Thành viênThành viênThành viên(đến ngày 7 tháng 5 năm 2016),,
Trụ sở đăng ký,Trụ sở đăng ký,Trụ sở đăng ký,"Khu Công nghiệp Phường 8Thành phố Cà Mau, Tỉnh Cà Mau Việt Nam",,,
Công ty kiểm toán,Công ty kiểm toán,Công ty kiểm toán,Công ty TNHH KPMG Việt Nam,,,
