row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2016VND > -,Số phải nộp trong năm VND > 40.033.872.466,Số đã nộp trong năm VND > -,Cán trừ trong năm VND > (40.033.872.466),31/12/2016VND > -,numeric__1/1/2016VND > -,numeric__Số phải nộp trong năm VND > 40.033.872.466,numeric__Số đã nộp trong năm VND > -,numeric__Cán trừ trong năm VND > (40.033.872.466),numeric__31/12/2016VND > -
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,6.318.026.109,-,(6.318.026.109),-,,6318026109.0,,-6318026109.0,
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,873.868.347,3.411.761.368,(3.977.230.077),-,308.399.638,873868347.0,3411761368.0,-3977230077.0,,308399638.0
,,,873.868.347,49.763.659.943,(3.977.230.077),(46.351.898.575),308.399.638,873868347.0,49763659943.0,-3977230077.0,-46351898575.0,308399638.0
(b) Thuế phải thu Ngân sách Nhà nước,(b) Thuế phải thu Ngân sách Nhà nước,(b) Thuế phải thu Ngân sách Nhà nước,(b) Thuế phải thu Ngân sách Nhà nước,(b) Thuế phải thu Ngân sách Nhà nước,(b) Thuế phải thu Ngân sách Nhà nước,(b) Thuế phải thu Ngân sách Nhà nước,(b) Thuế phải thu Ngân sách Nhà nước,,,,,
,,,1/1/2016VND,Số đã nộp trong năm VND,Số thu được trong năm VND,Cán trừ trong năm VND,31/12/2016VND,,,,,
Thuế thu nhập doanh nghiệp,(b) Thuế phải thu Ngân sách Nhà nước > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,13.155.642.862,1.000.000.000,-,(6.318.026.109),7.837.616.753,13155642862.0,1000000000.0,,-6318026109.0,7837616753.0
Thuế xuất nhập khẩu,(b) Thuế phải thu Ngân sách Nhà nước > Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,1.750.235.640,79.562.893,(1.537.775.614),-,292.022.919,1750235640.0,79562893.0,-1537775614.0,,292022919.0
Thuế khác,(b) Thuế phải thu Ngân sách Nhà nước > Thuế khác,Thuế khác,57.897.220,37.167.310,-,-,95.064.530,57897220.0,37167310.0,,,95064530.0
,,,14.963.775.722,1.116.730.203,(1.537.775.614),(6.318.026.109),8.224.704.202,14963775722.0,1116730203.0,-1537775614.0,-6318026109.0,8224704202.0
