row_label_raw,row_label_full,Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh Cà Mau Khoản vay 1,Loại tiền > VND,Lãi suất năm > -,31/12/2016 VND > -,1/1/2016 VND > 764.100.136.557,numeric__Loại tiền > VND,numeric__Lãi suất năm > -,numeric__31/12/2016 VND > -,numeric__1/1/2016 VND > 764.100.136.557
Khoản vay 2,Khoản vay 2,Khoản vay 2,USD,"1,5%",599.337.540.834,-,,0.015,599337540834.0,
Ngân hàng TMCP Ngoại Thương Việt Nam - Chi nhánh Cà Mau Khoản vay 3,Ngân hàng TMCP Ngoại Thương Việt Nam - Chi nhánh Cà Mau Khoản vay 3,Ngân hàng TMCP Ngoại Thương Việt Nam - Chi nhánh Cà Mau Khoản vay 3,VND,-,-,312.221.609.610,,,,312221609610.0
Khoản vay 4,Khoản vay 4,Khoản vay 4,USD,"1,5 - 1,8%",320.099.032.139,-,,,320099032139.0,
Ngân hàng Đầu tư và Phát triển Việt Nam - Chi nhánh Cà Mau Khoản vay 5,Ngân hàng Đầu tư và Phát triển Việt Nam - Chi nhánh Cà Mau Khoản vay 5,Ngân hàng Đầu tư và Phát triển Việt Nam - Chi nhánh Cà Mau Khoản vay 5,VND,-,-,315.300.918.770,,,,315300918770.0
Ngân Hàng Quốc Tế Việt Nam - Chi nhánh Cà Mau Khoản vay 6,Ngân Hàng Quốc Tế Việt Nam - Chi nhánh Cà Mau Khoản vay 6,Ngân Hàng Quốc Tế Việt Nam - Chi nhánh Cà Mau Khoản vay 6,USD,"1,5%",82.764.127.226,-,,0.015,82764127226.0,
,,,,,1.002.200.700.199,1.391.622.664.937,,,1002200700199.0,1391622664937.0
