row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,4.383.130.035.525,2.868.926.637.431,,,4383130035525.0,2868926637431.0
310,310,310,I. Nợ ngắn hạn,,3.413.299.987.761,1.594.019.348.821,,,3413299987761.0,1594019348821.0
311,311,311,1. Phải trả người bán ngắn hạn,11,547.868.608.110,216.045.934.404,,11.0,547868608110.0,216045934404.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,,-,730.421.009,,,,730421009.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,12,90.564.922,344.641.822,,12.0,90564922.0,344641822.0
314,314,314,4. Phải trả người lao động,,898.356.780,738.077.859,,,898356780.0,738077859.0
315,315,315,5. Chi phí phải trả ngắn hạn,13,34.417.966.321,27.295.963.008,,13.0,34417966321.0,27295963008.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,23,8.293.839.801,-,,23.0,8293839801.0,
319,319,319,7. Phải trả ngắn hạn khác,14,1.711.241.248.739,913.475.554.527,,14.0,1711241248739.0,913475554527.0
320,320,320,8. Vay ngắn hạn,15,1.110.341.213.927,434.764.067.031,,15.0,1110341213927.0,434764067031.0
322,322,322,9. Quỹ khen thưởng. phúc lợi,,148.189.161,624.689.161,,,148189161.0,624689161.0
330,330,330,II. Nợ dài hạn,,969.830.047.764,1.274.907.288.610,,,969830047764.0,1274907288610.0
338,338,338,1. Vay dài hạn,15,969.830.047.764,1.274.907.288.610,,15.0,969830047764.0,1274907288610.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,2.250.264.916.987,2.486.902.709.272,,,2250264916987.0,2486902709272.0
410,410,410,I. Vốn chủ sở hữu,16,2.250.264.916.987,2.486.902.709.272,,16.0,2250264916987.0,2486902709272.0
411,411,411,1. Vốn góp của chủ sở hữu,,2.218.700.000.000,2.218.700.000.000,,,2218700000000.0,2218700000000.0
418,418,418,2. Quỹ đầu tư phát triển,,5.000.000.000,5.000.000.000,,,5000000000.0,5000000000.0
421,421,421,3. Lợi nhuận sau thuế chưa phân phối,,26.564.916.987,263.202.709.272,,,26564916987.0,263202709272.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,13.202.709.272,4.761.104.704,,,13202709272.0,4761104704.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,13.362.207.715,258.441.604.568,,,13362207715.0,258441604568.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,6.633.394.952.512,5.355.829.346.703,,,6633394952512.0,5355829346703.0
