row_label_raw,row_label_full,col_0,Thuyết minh,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,Số phát sinh trong năm > Tăng,Số phát sinh trong năm > Giảm,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,numeric__Thuyết minh,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ,numeric__Số phát sinh trong năm > Tăng,numeric__Số phát sinh trong năm > Giảm,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,,,,,,,
Vay ngắn hàng,Vay ngắn hạn > Vay ngắn hàng,Vay ngắn hàng,15.1,111.024.128.251,111.024.128.251,724.828.968.742,(652.854.596.053),182.998.500.940,182.998.500.940,151.0,111024128251.0,111024128251.0,724828968742.0,-652854596053.0,182998500940.0,182998500940.0
Vay đối tượng khác,Vay ngắn hạn > Vay đối tượng khác,Vay đối tượng khác,,118.739.938.780,118.739.938.780,750.605.946.410,(869.345.885.190),-,-,,118739938780.0,118739938780.0,750605946410.0,-869345885190.0,,
Trái phiếu dài hạn đến hạn trả,Vay ngắn hạn > Trái phiếu dài hạn đến hạn trả,Trái phiếu dài hạn đến hạn trả,15.3,-,-,439.238.366.933,-,439.238.366.933,439.238.366.933,153.0,,,439238366933.0,,439238366933.0,439238366933.0
Vay các bên liên quan (Thuyết minh số 23),Vay ngắn hạn > Vay các bên liên quan (Thuyết minh số 23),Vay các bên liên quan (Thuyết minh số 23),15.2,205.000.000.000,205.000.000.000,2.947.671.008.134,(2.664.566.662.080),488.104.346.054,488.104.346.054,152.0,205000000000.0,205000000000.0,2947671008134.0,-2664566662080.0,488104346054.0,488104346054.0
TỔNG CỘNG,Vay ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,,434.764.067.031,434.764.067.031,4.862.344.290.219,(4.186.767.143.323),1.110.341.213.927,1.110.341.213.927,,434764067031.0,434764067031.0,4862344290219.0,-4186767143323.0,1110341213927.0,1110341213927.0
Trái phiếu phát hành,Vay ngắn hạn > Trái phiếu phát hành,Trái phiếu phát hành,15.3,1.274.907.288.610,1.274.907.288.610,670.284.908.893,(975.362.149.739),969.830.047.764,969.830.047.764,153.0,1274907288610.0,1274907288610.0,670284908893.0,-975362149739.0,969830047764.0,969830047764.0
TỔNG CỘNG,Vay ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,,1.274.907.288.610,1.274.907.288.610,670.284.908.893,(975.362.149.739),969.830.047.764,969.830.047.764,,1274907288610.0,1274907288610.0,670284908893.0,-975362149739.0,969830047764.0,969830047764.0
