row_label_raw,row_label_full,Thuế giá trị gia tăng,Số đầu năm > 242.464.662,Số phải nộp trong năm > 182.157.937.130,Số đã nộp trong năm > (182.400.401.792),Số cuối năm > -,numeric__Số đầu năm > 242.464.662,numeric__Số phải nộp trong năm > 182.157.937.130,numeric__Số đã nộp trong năm > (182.400.401.792),numeric__Số cuối năm > -
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,102.177.160,799.240.953,(810.853.191),90.564.922,102177160.0,799240953.0,-810853191.0,90564922.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,444.164.384,(444.164.384),-,,444164384.0,-444164384.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,344.641.822,183.401.342.467,(183.655.419.367),90.564.922,344641822.0,183401342467.0,-183655419367.0,90564922.0
