row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,17.1,2.822.228.342.604,2.808.923.803.435,,171.0,2822228342604.0,2808923803435.0
02,02,02,2. Các khoản giảm trừ doanh thu,17.1,(12.303.552.280),-,,171.0,-12303552280.0,
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,17.1,2.809.924.790.324,2.808.923.803.435,,171.0,2809924790324.0,2808923803435.0
11,11,11,4. Giá vốn hàng bán,18,(2.764.195.541.530),(2.723.539.371.745),,18.0,-2764195541530.0,-2723539371745.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,45.729.248.794,85.384.431.690,,,45729248794.0,85384431690.0
21,21,21,6. Doanh thu hoạt động tài chính,17.2,445.709.078.314,573.985.484.641,,172.0,445709078314.0,573985484641.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,19,(279.856.819.967) (207.280.587.284),(178.200.577.312) (129.238.571.152),,19.0,,
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,19,(279.856.819.967) (207.280.587.284),(178.200.577.312) (129.238.571.152),,19.0,,
25,25,25,8. Chi phí bán hàng,20,(8.140.695.408),(8.341.663.619),,20.0,-8140695408.0,-8341663619.0
26,26,26,9. Chi phí quản lý doanh nghiệp,20,(12.824.543.451),(9.385.880.407),,20.0,-12824543451.0,-9385880407.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,190.616.268.282,463.441.794.993,,,190616268282.0,463441794993.0
31,31,31,11. Thu nhập khác,,244.556.292,450.788.615,,,244556292.0,450788615.0
32,32,32,12. Chi phí khác,,(2.616.859),(450.979.040),,,-2616859.0,-450979040.0
40,40,40,13. Lợi nhuận/(chi phí) khác,,241.939.433,(190.425),,,241939433.0,-190425.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,190.858.207.715,463.441.604.568,,,190858207715.0,463441604568.0
51,51,51,15. Chi phí thuế TNDN hiện hành,22,-,-,,22.0,,
60,60,60,16. Lợi nhuận sau thuế TNDN,,190.858.207.715,463.441.604.568,,,190858207715.0,463441604568.0
