row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,1.854.566.659.008,470.515.574.272,,,1854566659008.0,470515574272.0
110,110,110,I. Tiền,4,213.821.688.703,65.555.793.446,,4.0,213821688703.0,65555793446.0
111,111,111,1. Tiền,,213.821.688.703,65.555.793.446,,,213821688703.0,65555793446.0
120,120,120,II. Đầu tư tài chính ngắn hạn,5,225.155.250.060,42.216.870.460,,5.0,225155250060.0,42216870460.0
121,121,121,1. Chứng khoán kinh doanh,,225.155.250.060,42.216.870.460,,,225155250060.0,42216870460.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.237.111.421.300,271.104.703.591,,,1237111421300.0,271104703591.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6.1,1.217.983.058.191,258.649.629.362,,61.0,1217983058191.0,258649629362.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6.2,13.360.572.363,1.213.044.719,,62.0,13360572363.0,1213044719.0
136,136,136,3. Phải thu ngắn hạn khác,7,6.002.636.986,11.242.029.510,,7.0,6002636986.0,11242029510.0
137,137,137,4. Dự phòng phải thu ngắn hạn khó đòi,,(234.846.240),-,,,-234846240.0,
140,140,140,IV. Hàng tồn kho,8,165.670.083.745,91.368.237.342,,8.0,165670083745.0,91368237342.0
141,141,141,1. Hàng tồn kho,,165.670.083.745,91.368.237.342,,,165670083745.0,91368237342.0
150,150,150,V. Tài sản ngắn hạn khác,,12.808.215.200,269.969.433,,,12808215200.0,269969433.0
151,151,151,1. Chi phí trả trước ngắn hạn,,27.850.000,15.607.664,,,27850000.0,15607664.0
152,152,152,2. Thuế GTGT được khấu trừ,,12.526.003.431,-,,,12526003431.0,
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,,254.361.769,254.361.769,,,254361769.0,254361769.0
200,200,200,B. TÀI SẢN DÀI HẠN,,4.778.828.293.504,4.885.313.772.431,,,4778828293504.0,4885313772431.0
210,210,210,I. Các khoản phải thu dài hạn,,-,500.000.000.000,,,,500000000000.0
216,216,216,1. Phải thu dài hạn khác,7,-,500.000.000.000,,7.0,,500000000000.0
220,220,220,II. Tài sản cố định,,1.780.240.000,2.094.400.000,,,1780240000.0,2094400000.0
221,221,221,1. Tài sản cố định hữu hình,9,1.780.240.000,2.094.400.000,,9.0,1780240000.0,2094400000.0
222,222,222,Nguyên giá,,3.211.322.250,3.211.322.250,,,3211322250.0,3211322250.0
223,223,223,Giá trị khấu hao lũy kế,,(1.431.082.250),(1.116.922.250),,,-1431082250.0,-1116922250.0
227,227,227,2. Tài sản cố định vô hình,,-,-,,,,
228,227 > 228,228,Nguyên giá,,88.400.000,88.400.000,,,88400000.0,88400000.0
229,227 > 229,229,Giá trị hao mòn lũy kế,,(88.400.000),(88.400.000),,,-88400000.0,-88400000.0
250,227 > 250,250,III. Đầu tư tài chính dài hạn,10,4.776.303.673.187,4.381.876.376.116,,10.0,4776303673187.0,4381876376116.0
251,227 > 251,251,1. Đầu tư vào công ty con,,3.007.516.758.854,2.574.827.795.116,,,3007516758854.0,2574827795116.0
253,227 > 253,253,2. Đầu tư góp vốn vào đơn vị khác,,1.768.786.914.333,1.807.048.581.000,,,1768786914333.0,1807048581000.0
260,227 > 260,260,IV. Tài sản dài hạn khác,,744.380.317,1.342.996.315,,,744380317.0,1342996315.0
261,227 > 261,261,1. Chi phí trả trước dài hạn,,744.380.317,1.342.996.315,,,744380317.0,1342996315.0
270,227 > 270,270,TỔNG CỘNG TÀI SẢN,,6.633.394.952.512,5.355.829.346.703,,,6633394952512.0,5355829346703.0
