row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,III. LƯU CHUYẾN TIÊN THUẦN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
31,31,31,"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu, thu từ thanh lý cổ phiếu quỹ",26.1,152.453.860.000,86.498.771.600,,261.0,152453860000.0,86498771600.0
32,32,32,"Tiền chỉ trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",26.1,(170.427.500),(54.900),,261.0,-170427500.0,-54900.0
33,33,33,"Tiền vay ngắn hạn, dài hạn nhận được",,19.821.505.132.020,20.735.961.702.782,,,19821505132020.0,20735961702782.0
34,34,34,Tiền chỉ trả nợ gốc vay,,(16.726.284.631.360),(19.588.795.277.226),,,-16726284631360.0,-19588795277226.0
36,36,36,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(138.324.000),(353.206.205.358),,,-138324000.0,-353206205358.0
40,40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,3.247.365.609.160,880.458.936.899,,,3247365609160.0,880458936899.0
50,50,50,Lưu chuyển tiền thuần trong năm,,(155.909.957.000),240.016.592.016,,,-155909957000.0,240016592016.0
60,60,60,Tiền và tương đương tiền đầu năm,4,1.751.670.156.184,1.511.653.564.168,,4.0,1751670156184.0,1511653564168.0
61,61,61,Ảnh hưởng của thay đổi tỷ giả hối đoái quy đổi ngoại tệ,,-,-,,,,
70,61 > 70,70,Tiền và các khoản tương đương tiền cuối năm,4,1.595.760.199.184,1.751.670.156.184,,4.0,1595760199184.0,1751670156184.0
