row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Số lượng cổ phiếu được phép phát hành,Số lượng cổ phiếu được phép phát hành,Số lượng cổ phiếu được phép phát hành,480.063.684,353.794.942,480063684.0,353794942.0
Số lượng cổ phiếu đã phát hành,Số lượng cổ phiếu đã phát hành,Số lượng cổ phiếu đã phát hành,480.063.684,353.794.942,480063684.0,353794942.0
Số lượng cổ phiếu đã phát hành và được góp vốn đầy đủ,Số lượng cổ phiếu đã phát hành và được góp vốn đầy đủ,Số lượng cổ phiếu đã phát hành và được góp vốn đầy đủ,480.063.684,353.794.942,480063684.0,353794942.0
- Cổ phiếu phổ thông,- Cổ phiếu phổ thông,- Cổ phiếu phổ thông,480.063.684,353.794.942,480063684.0,353794942.0
- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,-,-,,
Số lượng cổ phiếu đã phát hành và chưa được góp vốn đầy đủ,Số lượng cổ phiếu đã phát hành và chưa được góp vốn đầy đủ,Số lượng cổ phiếu đã phát hành và chưa được góp vốn đầy đủ,-,-,,
- Cổ phiếu phổ thông,- Cổ phiếu phổ thông,- Cổ phiếu phổ thông,-,-,,
- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,-,-,,
Số lượng cổ phiếu quỹ,- Cổ phiếu ưu đãi > Số lượng cổ phiếu quỹ,Số lượng cổ phiếu quỹ,(6.319),(2),-6319.0,-2.0
Cổ phiếu quỹ do Công ty nằm giữ,- Cổ phiếu ưu đãi > Cổ phiếu quỹ do Công ty nằm giữ,Cổ phiếu quỹ do Công ty nằm giữ,(6.319),(2),-6319.0,-2.0
- Cổ phiếu phổ thông,- Cổ phiếu ưu đãi > - Cổ phiếu phổ thông,- Cổ phiếu phổ thông,(6.319),(2),-6319.0,-2.0
- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,-,-,,
Cổ phiếu quỹ do công ty con của Công ty nằm giữ,Cổ phiếu quỹ do công ty con của Công ty nằm giữ,Cổ phiếu quỹ do công ty con của Công ty nằm giữ,-,-,,
- Cổ phiếu phổ thông,- Cổ phiếu phổ thông,- Cổ phiếu phổ thông,-,-,,
- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,-,-,,
Số lượng cổ phiếu đang lưu hành,- Cổ phiếu ưu đãi > Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,480.057.365,353.794.940,480057365.0,353794940.0
- Cổ phiếu phổ thông,- Cổ phiếu ưu đãi > - Cổ phiếu phổ thông,- Cổ phiếu phổ thông,480.057.365,353.794.940,480057365.0,353794940.0
- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,-,-,,
