row_label_raw,row_label_full,col_0,Khối lượng giao dịch thực hiện trong năm Đơn vị,Giả trị khối lượng giao dịch thực hiện trong năm VND,numeric__Khối lượng giao dịch thực hiện trong năm Đơn vị,numeric__Giả trị khối lượng giao dịch thực hiện trong năm VND
Của Công ty,Của Công ty,Của Công ty,97.744.493,7.924.179.055.600,97744493.0,7924179055600.0
- Cổ phiếu,- Cổ phiếu,- Cổ phiếu,24.792.893,528.825.935.600,24792893.0,528825935600.0
- Trái phiếu,- Trái phiếu,- Trái phiếu,72.660.000,7.392.680.180.000,72660000.0,7392680180000.0
- Chứng khoán khác (chứng chỉ quỹ đầu tư),- Chứng khoán khác (chứng chỉ quỹ đầu tư),- Chứng khoán khác (chứng chỉ quỹ đầu tư),291.600,2.672.940.000,291600.0,2672940000.0
Của nhà đầu tư,Của nhà đầu tư,Của nhà đầu tư,8.135.432.582,165.554.787.951.522,8135432582.0,165554787951522.0
- Cổ phiếu,- Cổ phiếu,- Cổ phiếu,7.991.549.346,151.277.938.463.580,7991549346.0,151277938463580.0
- Trái phiếu,- Trái phiếu,- Trái phiếu,136.119.706,14.203.071.388.942,136119706.0,14203071388942.0
- Chứng khoán khác (chứng chỉ quỹ đầu tư),- Chứng khoán khác (chứng chỉ quỹ đầu tư),- Chứng khoán khác (chứng chỉ quỹ đầu tư),7.763.530,73.778.099.000,7763530.0,73778099000.0
,,,8.233.177.075,173.478.967.007.122,8233177075.0,173478967007122.0
