row_label_raw,row_label_full,Chứng khoán,Số lượng,Giá trị ghi số VND,Glam số với giả thị trường VND,Tổng giá thị thị trường VND,numeric__Số lượng,numeric__Giá trị ghi số VND,numeric__Glam số với giả thị trường VND,numeric__Tổng giá thị thị trường VND
Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,,,,
Cổ phiếu chưa niêm yết,Cổ phiếu chưa niêm yết,Cổ phiếu chưa niêm yết,Cổ phiếu chưa niêm yết,Cổ phiếu chưa niêm yết,Cổ phiếu chưa niêm yết,Cổ phiếu chưa niêm yết,,,,
Công ty CP Xây Dương Công Nghiệp Descon,Cổ phiếu chưa niêm yết > Công ty CP Xây Dương Công Nghiệp Descon,Công ty CP Xây Dương Công Nghiệp Descon,398.470,11.324.672.774,(5.601.928.081),5.722.744.693,398470.0,11324672774.0,-5601928081.0,5722744693.0
Công ty CP Kinh Viglacera Đáp Cầu,Cổ phiếu chưa niêm yết > Công ty CP Kinh Viglacera Đáp Cầu,Công ty CP Kinh Viglacera Đáp Cầu,800.000,15.200.000.000,(14.575.200.000),624.800.000,800000.0,15200000000.0,-14575200000.0,624800000.0
Công ty CP Việt Tin,Cổ phiếu chưa niêm yết > Công ty CP Việt Tin,Công ty CP Việt Tin,6.299,6.654.826.400,(4.135.226.400),2.519.600.000,6299.0,6654826400.0,-4135226400.0,2519600000.0
Công ty CP truyền thông VMG,Cổ phiếu chưa niêm yết > Công ty CP truyền thông VMG,Công ty CP truyền thông VMG,714.000,23.205.000.000,(4.901.610.000),18.303.390.000,714000.0,23205000000.0,-4901610000.0,18303390000.0
,,,1.918.769,56.384.499.174,(29.213.964.481),27.170.534.693,1918769.0,56384499174.0,-29213964481.0,27170534693.0
,,,1.918.769,56.384.499.174,(29.213.964.481),27.170.534.693,1918769.0,56384499174.0,-29213964481.0,27170534693.0
