row_label_raw,row_label_full,col_0,Trang,numeric__Trang
Thông tin chung,Thông tin chung,Thông tin chung,1 - 2,
Bảo cáo của Ban Tổng Giám đốc,Thông tin chung > Bảo cáo của Ban Tổng Giám đốc,Bảo cáo của Ban Tổng Giám đốc,3,3.0
Bảo cáo kiểm toán độc lập,Bảo cáo kiểm toán độc lập,Bảo cáo kiểm toán độc lập,4 - 5,
Bảng cân đối kế toán riêng,Bảng cân đối kế toán riêng,Bảng cân đối kế toán riêng,6 - 9,
Bảo cáo kết quả hoạt động kinh doanh riêng,Bảng cân đối kế toán riêng > Bảo cáo kết quả hoạt động kinh doanh riêng,Bảo cáo kết quả hoạt động kinh doanh riêng,10,10.0
Bảo cáo lưu chuyển tiền tệ riêng,Bảo cáo lưu chuyển tiền tệ riêng,Bảo cáo lưu chuyển tiền tệ riêng,11 - 12,
Bảo cáo tình hình biển động vốn chủ sở hữu riêng,Bảo cáo lưu chuyển tiền tệ riêng > Bảo cáo tình hình biển động vốn chủ sở hữu riêng,Bảo cáo tình hình biển động vốn chủ sở hữu riêng,13,13.0
Thuyết minh báo cáo tài chính riêng,Thuyết minh báo cáo tài chính riêng,Thuyết minh báo cáo tài chính riêng,14 - 59,
